supplier_id,supplier_name,country,email,phone,email_status,normalized_name,duplicate_status
SUP224,Zenith Chemical Industries 224,Netherlands,zenithchemical.industries.224@example.com,69424087670,Valid,zenith chemical industries 224,Unique
SUP225,Prime Industrial Supplies 225,France,primeindustrial.supplies.225@example.com,80858165110,Valid,prime industrial supplies 225,Unique
SUP226,Apex Chemical Solutions 226,France,apexchemical.solutions.226@example.com,74436653900,Valid,apex chemical solutions 226,Unique
SUP227,Vertex Materials 227,United States,vertexmaterials.227@example.com,96099443280,Valid,vertex materials 227,Unique
SUP228,GreenCore Chemicals 228,United States,greencorechemicals.228@example.com,86725733050,Valid,greencore chemicals 228,Unique
SUP229,Pioneer Specialty Materials 229,India,pioneerspecialty.materials.229@example.com,98952298190,Valid,pioneer specialty materials 229,Unique
SUP230,Vertex Materials 230,Belgium,vertexmaterials.230@example.com,84240451100,Valid,vertex materials 230,Unique
SUP231,Apex Chemical Solutions 231,Germany,,87605887340,Invalid / Missing - Review Required,apex chemical solutions 231,Unique
SUP232,Vertex Materials 232,United States,,97230982110,Invalid / Missing - Review Required,vertex materials 232,Unique
SUP233,GreenCore Chemicals 233,United States,greencorechemicals.233@example.com,62159708590,Valid,greencore chemicals 233,Unique
SUP234,Prime Industrial Supplies 234,France,primeindustrial.supplies.234@example.com,74059690000,Valid,prime industrial supplies 234,Unique
SUP235,Zenith Chemical Industries 235,Netherlands,zenithchemical.industries.235@example.com,74037920570,Valid,zenith chemical industries 235,Unique
SUP236,Universal Chemical Products 236,France,universalchemical.products.236@example.com,71951030640,Valid,universal chemical products 236,Unique
SUP237,Vertex Materials 237,Japan,vertexmaterials.237@example.com,95859150880,Valid,vertex materials 237,Unique
SUP238,Global Industrial Materials 238,Netherlands,invalid-email,60832505660,Invalid / Missing - Review Required,global industrial materials 238,Unique
SUP239,Pioneer Specialty Materials 239,India,pioneerspecialty.materials.239@example.com,75030682270,Valid,pioneer specialty materials 239,Unique
SUP240,Zenith Chemical Industries 240,Germany,zenithchemical.industries.240@example.com,93553703990,Valid,zenith chemical industries 240,Unique
SUP241,Apex Chemical Solutions 241,India,apexchemical.solutions.241@example.com,70620736970,Valid,apex chemical solutions 241,Unique
SUP242,Zenith Chemical Industries 242,India,zenithchemical.industries.242@example.com,86686163330,Valid,zenith chemical industries 242,Unique
SUP243,Nova Specialty Chemicals 243,Singapore,novaspecialty.chemicals.243@example.com,65421149640,Valid,nova specialty chemicals 243,Unique
SUP244,GreenCore Chemicals 244,Germany,greencorechemicals.244@example.com,84222308820,Valid,greencore chemicals 244,Unique
SUP245,Zenith Chemical Industries 245,Netherlands,zenithchemical.industries.245@example.com,90041791840,Valid,zenith chemical industries 245,Unique
SUP246,Prime Industrial Supplies 246,United Kingdom,primeindustrial.supplies.246@example.com,67206488870,Valid,prime industrial supplies 246,Unique
SUP247,Metro Chemical Industries 247,Belgium,invalid-email,92123162230,Invalid / Missing - Review Required,metro chemical industries 247,Unique
SUP248,Global Industrial Materials 248,United States,globalindustrial.materials.248@example.com,73359019900,Valid,global industrial materials 248,Unique
SUP249,Global Industrial Materials 249,Belgium,globalindustrial.materials.249@example.com,61102879710,Valid,global industrial materials 249,Unique
SUP250,Prime Industrial Supplies 250,Belgium,primeindustrial.supplies.250@example.com,89091844450,Valid,prime industrial supplies 250,Unique
SUP251,Vertex Materials 251,France,vertexmaterials.251@example.com,90709647680,Valid,vertex materials 251,Unique
SUP252,Zenith Chemical Industries 252,Germany,zenithchemical.industries.252@example.com,85430409480,Valid,zenith chemical industries 252,Unique
SUP253,Zenith Chemical Industries 253,Germany,zenithchemical.industries.253@example.com,89944211360,Valid,zenith chemical industries 253,Unique
SUP254,Prime Industrial Supplies 254,Belgium,primeindustrial.supplies.254@example.com,94597162710,Valid,prime industrial supplies 254,Unique
SUP255,Global Industrial Materials 255,Belgium,globalindustrial.materials.255@example.com,93613932220,Valid,global industrial materials 255,Unique
SUP256,Apex Chemical Solutions 256,United Kingdom,apexchemical.solutions.256@example.com,82881234160,Valid,apex chemical solutions 256,Unique
SUP257,Vertex Materials 257,United Kingdom,vertexmaterials.257@example.com,62961669210,Valid,vertex materials 257,Unique
SUP258,Pioneer Specialty Materials 258,United Kingdom,pioneerspecialty.materials.258@example.com,60543405580,Valid,pioneer specialty materials 258,Unique
SUP259,Vertex Materials 259,Netherlands,vertexmaterials.259@example.com,64532859870,Valid,vertex materials 259,Unique
SUP260,Vertex Materials 260,United Kingdom,vertexmaterials.260@example.com,87298172400,Valid,vertex materials 260,Unique
SUP261,GreenCore Chemicals 261,United States,greencorechemicals.261@example.com,78704030500,Valid,greencore chemicals 261,Unique
SUP262,Nova Specialty Chemicals 262,Switzerland,novaspecialty.chemicals.262@example.com,87936933370,Valid,nova specialty chemicals 262,Unique
SUP263,Prime Industrial Supplies 263,Belgium,primeindustrial.supplies.263@example.com,,Valid,prime industrial supplies 263,Unique
SUP264,Pioneer Specialty Materials 264,Netherlands,pioneerspecialty.materials.264@example.com,79966176590,Valid,pioneer specialty materials 264,Unique
SUP265,Vertex Materials 265,Belgium,vertexmaterials.265@example.com,71527500710,Valid,vertex materials 265,Unique
SUP266,Universal Chemical Products 266,Singapore,universalchemical.products.266@example.com,95679625310,Valid,universal chemical products 266,Unique
SUP267,Global Industrial Materials 267,Japan,,97865771180,Invalid / Missing - Review Required,global industrial materials 267,Unique
SUP268,GreenCore Chemicals 268,Singapore,greencorechemicals.268@example.com,92232711030,Valid,greencore chemicals 268,Unique
SUP269,GreenCore Chemicals 269,Belgium,greencorechemicals.269@example.com,86213547090,Valid,greencore chemicals 269,Unique
SUP270,Vertex Materials 270,United Kingdom,vertexmaterials.270@example.com,61232655370,Valid,vertex materials 270,Unique
SUP271,GreenCore Chemicals 271,United Kingdom,,67809962310,Invalid / Missing - Review Required,greencore chemicals 271,Unique
SUP272,GreenCore Chemicals 272,Singapore,greencorechemicals.272@example.com,75239616060,Valid,greencore chemicals 272,Unique
SUP273,Prime Industrial Supplies 273,United Kingdom,,72011240410,Invalid / Missing - Review Required,prime industrial supplies 273,Unique
SUP274,Metro Chemical Industries 274,Japan,metrochemical.industries.274@example.com,83871042910,Valid,metro chemical industries 274,Unique
SUP275,Apex Chemical Solutions 275,Switzerland,apexchemical.solutions.275@example.com,68205811060,Valid,apex chemical solutions 275,Unique
SUP276,Global Industrial Materials 276,Singapore,globalindustrial.materials.276@example.com,90926971410,Valid,global industrial materials 276,Unique
SUP277,Vertex Materials 277,Netherlands,vertexmaterials.277@example.com,83844636520,Valid,vertex materials 277,Unique
SUP278,Zenith Chemical Industries 278,Netherlands,zenithchemical.industries.278@example.com,87741318110,Valid,zenith chemical industries 278,Unique
SUP279,GreenCore Chemicals 279,Netherlands,greencorechemicals.279@example.com,,Valid,greencore chemicals 279,Unique
SUP280,Apex Chemical Solutions 280,Germany,apexchemical.solutions.280@example.com,72637321970,Valid,apex chemical solutions 280,Potential Duplicate - Review
SUP281,Zenith Chemical Industries 281,France,zenithchemical.industries.281@example.com,89712032130,Valid,zenith chemical industries 281,Unique
SUP282,Zenith Chemical Industries 282,Japan,zenithchemical.industries.282@example.com,88516865780,Valid,zenith chemical industries 282,Unique
SUP283,Metro Chemical Industries 283,United Kingdom,metrochemical.industries.283@example.com,80326383230,Valid,metro chemical industries 283,Unique
SUP284,Pioneer Specialty Materials 284,Switzerland,pioneerspecialty.materials.284@example.com,74764267540,Valid,pioneer specialty materials 284,Unique
SUP285,Vertex Materials 285,Switzerland,vertexmaterials.285@example.com,74207378190,Valid,vertex materials 285,Unique
SUP286,UNIVERSAL CHEMICAL PRODUCTS 286,Netherlands,universalchemical.products.286@example.com,71635771860,Valid,universal chemical products 286,Unique
SUP287,Prime Industrial Supplies 287,Japan,invalid-email,69901533550,Invalid / Missing - Review Required,prime industrial supplies 287,Unique
SUP288,Global Industrial Materials 288,Singapore,globalindustrial.materials.288@example.com,73552681020,Valid,global industrial materials 288,Unique
SUP289,Global Industrial Materials 289,Switzerland,globalindustrial.materials.289@example.com,92735794520,Valid,global industrial materials 289,Unique
SUP290,Nova Specialty Chemicals 290,Singapore,novaspecialty.chemicals.290@example.com,69293649540,Valid,nova specialty chemicals 290,Unique
SUP291,GreenCore Chemicals 291,Japan,greencorechemicals.291@example.com,91120688670,Valid,greencore chemicals 291,Unique
SUP292,Metro Chemical Industries 292,Switzerland,metrochemical.industries.292@example.com,85631967140,Valid,metro chemical industries 292,Unique
SUP293,Prime Industrial Supplies 293,Germany,primeindustrial.supplies.293@example.com,95761115910,Valid,prime industrial supplies 293,Unique
SUP294,Zenith Chemical Industries 294,Japan,zenithchemical.industries.294@example.com,69770327660,Valid,zenith chemical industries 294,Unique
SUP295,Universal Chemical Products 295,United States,universalchemical.products.295@example.com,72982294370,Valid,universal chemical products 295,Unique
SUP296,Apex Chemical Solutions 296,Switzerland,apexchemical.solutions.296@example.com,65436696760,Valid,apex chemical solutions 296,Unique
SUP297,Prime Industrial Supplies 297,India,primeindustrial.supplies.297@example.com,62341874620,Valid,prime industrial supplies 297,Unique
SUP298,Pioneer Specialty Materials 298,Japan,pioneerspecialty.materials.298@example.com,89953848680,Valid,pioneer specialty materials 298,Unique
SUP299,Nova Specialty Chemicals 299,Netherlands,novaspecialty.chemicals.299@example.com,64406105700,Valid,nova specialty chemicals 299,Unique
SUP300,Apex Chemical Solutions 300,Belgium,apexchemical.solutions.300@example.com,72212281130,Valid,apex chemical solutions 300,Unique
SUP301,GreenCore Chemicals 301,Netherlands,greencorechemicals.301@example.com,78917991030,Valid,greencore chemicals 301,Unique
SUP302,Universal Chemical Products 302,United States,universalchemical.products.302@example.com,62206613370,Valid,universal chemical products 302,Unique
SUP303,Prime Industrial Supplies 303,Netherlands,primeindustrial.supplies.303@example.com,64900005260,Valid,prime industrial supplies 303,Potential Duplicate - Review
SUP304,Global Industrial Materials 304,France,globalindustrial.materials.304@example.com,81120354090,Valid,global industrial materials 304,Unique
SUP305,Global Industrial Materials 305,Belgium,globalindustrial.materials.305@example.com,87034487160,Valid,global industrial materials 305,Unique
SUP306,Apex Chemical Solutions 306,United States,apexchemical.solutions.306@example.com,66407987310,Valid,apex chemical solutions 306,Unique
SUP307,Metro Chemical Industries 307,Japan,metrochemical.industries.307@example.com,63658491900,Valid,metro chemical industries 307,Unique
SUP308,Zenith Chemical Industries 308,Germany,zenithchemical.industries.308@example.com,83969054210,Valid,zenith chemical industries 308,Unique
SUP309,Vertex Materials 309,Belgium,vertexmaterials.309@example.com,85603453060,Valid,vertex materials 309,Unique
SUP310,Metro Chemical Industries 310,Singapore,metrochemical.industries.310@example.com,93315783850,Valid,metro chemical industries 310,Unique
SUP311,Pioneer Specialty Materials 311,France,pioneerspecialty.materials.311@example.com,79349448790,Valid,pioneer specialty materials 311,Unique
SUP312,GreenCore Chemicals 312,Japan,greencorechemicals.312@example.com,96943877050,Valid,greencore chemicals 312,Unique
SUP313,Metro Chemical Industries 313,France,metrochemical.industries.313@example.com,73115981490,Valid,metro chemical industries 313,Unique
SUP314,Metro Chemical Industries 314,Belgium,metrochemical.industries.314@example.com,62586871840,Valid,metro chemical industries 314,Unique
SUP315,Metro Chemical Industries 315,Germany,,92759309230,Invalid / Missing - Review Required,metro chemical industries 315,Unique
SUP316,Zenith Chemical Industries 316,Singapore,zenithchemical.industries.316@example.com,71366464490,Valid,zenith chemical industries 316,Unique
SUP317,Global Industrial Materials 317,United States,globalindustrial.materials.317@example.com,70302130970,Valid,global industrial materials 317,Unique
SUP318,Nova Specialty Chemicals 318,Switzerland,novaspecialty.chemicals.318@example.com,63224011820,Valid,nova specialty chemicals 318,Unique
SUP319,Nova Specialty Chemicals 319,India,novaspecialty.chemicals.319@example.com,77545696130,Valid,nova specialty chemicals 319,Unique
SUP320,GreenCore Chemicals 320,Belgium,greencorechemicals.320@example.com,80182587290,Valid,greencore chemicals 320,Unique
SUP321,Prime Industrial Supplies 321,India,primeindustrial.supplies.321@example.com,69941828530,Valid,prime industrial supplies 321,Unique
SUP322,Prime Industrial Supplies 322,Japan,primeindustrial.supplies.322@example.com,90193085570,Valid,prime industrial supplies 322,Unique
SUP323,GreenCore Chemicals 323,Germany,greencorechemicals.323@example.com,89522957570,Valid,greencore chemicals 323,Unique
SUP324,Zenith Chemical Industries 324,Japan,zenithchemical.industries.324@example.com,93836956080,Valid,zenith chemical industries 324,Unique
SUP325,Metro Chemical Industries 325,Singapore,metrochemical.industries.325@example.com,78259579770,Valid,metro chemical industries 325,Unique
SUP326,Global Industrial Materials 326,Switzerland,globalindustrial.materials.326@example.com,69655492220,Valid,global industrial materials 326,Unique
SUP327,Nova Specialty Chemicals 327,Japan,novaspecialty.chemicals.327@example.com,95503538030,Valid,nova specialty chemicals 327,Unique
SUP328,Nova Specialty Chemicals 328,Germany,novaspecialty.chemicals.328@example.com,62561434390,Valid,nova specialty chemicals 328,Potential Duplicate - Review
SUP329,Nova Specialty Chemicals 329,Japan,novaspecialty.chemicals.329@example.com,85556946700,Valid,nova specialty chemicals 329,Unique
SUP330,Metro Chemical Industries 330,Japan,metrochemical.industries.330@example.com,78861497180,Valid,metro chemical industries 330,Unique
SUP331,Global Industrial Materials 331,Netherlands,globalindustrial.materials.331@example.com,89578494620,Valid,global industrial materials 331,Unique
SUP332,Prime Industrial Supplies 332,France,invalid-email,71692884850,Invalid / Missing - Review Required,prime industrial supplies 332,Unique
SUP333,Pioneer Specialty Materials 333,Switzerland,pioneerspecialty.materials.333@example.com,81208343170,Valid,pioneer specialty materials 333,Unique
SUP334,GreenCore Chemicals 334,Germany,greencorechemicals.334@example.com,85685479100,Valid,greencore chemicals 334,Unique
SUP335,Apex Chemical Solutions 335,France,apexchemical.solutions.335@example.com,91547991970,Valid,apex chemical solutions 335,Unique
SUP336,Universal Chemical Products 336,Belgium,,70753219660,Invalid / Missing - Review Required,universal chemical products 336,Unique
SUP337,APEX CHEMICAL SOLUTIONS 337,Germany,apexchemical.solutions.337@example.com,69832228780,Valid,apex chemical solutions 337,Unique
SUP338,Metro Chemical Industries 338,Belgium,metrochemical.industries.338@example.com,60891010550,Valid,metro chemical industries 338,Unique
SUP339,Prime Industrial Supplies 339,Belgium,primeindustrial.supplies.339@example.com,61727937270,Valid,prime industrial supplies 339,Unique
SUP340,Nova Specialty Chemicals 340,Netherlands,novaspecialty.chemicals.340@example.com,82289327140,Valid,nova specialty chemicals 340,Unique
SUP341,GreenCore Chemicals 341,Japan,greencorechemicals.341@example.com,67794899310,Valid,greencore chemicals 341,Unique
SUP342,Metro Chemical Industries 342,France,metrochemical.industries.342@example.com,87263795880,Valid,metro chemical industries 342,Unique
SUP343,GreenCore Chemicals 343,Germany,greencorechemicals.343@example.com,80186792840,Valid,greencore chemicals 343,Unique
SUP344,Universal Chemical Products 344,France,universalchemical.products.344@example.com,74315486700,Valid,universal chemical products 344,Unique
SUP345,Universal Chemical Products 345,Germany,universalchemical.products.345@example.com,96839356000,Valid,universal chemical products 345,Unique
SUP346,Nova Specialty Chemicals 346,United Kingdom,novaspecialty.chemicals.346@example.com,77680022060,Valid,nova specialty chemicals 346,Unique
SUP347,GreenCore Chemicals 347,Japan,greencorechemicals.347@example.com,88457746160,Valid,greencore chemicals 347,Potential Duplicate - Review
SUP348,Vertex Materials 348,Switzerland,vertexmaterials.348@example.com,61576129910,Valid,vertex materials 348,Unique
SUP349,GreenCore Chemicals 349,Germany,greencorechemicals.349@example.com,73508408980,Valid,greencore chemicals 349,Unique
SUP350,Prime Industrial Supplies 350,United Kingdom,primeindustrial.supplies.350@example.com,64978794740,Valid,prime industrial supplies 350,Unique
SUP351,Vertex Materials 351,Switzerland,vertexmaterials.351@example.com,95430353410,Valid,vertex materials 351,Unique
SUP352,Apex Chemical Solutions 352,Switzerland,apexchemical.solutions.352@example.com,79841733090,Valid,apex chemical solutions 352,Unique
SUP353,Vertex Materials 353,India,vertexmaterials.353@example.com,68056608820,Valid,vertex materials 353,Unique
SUP354,Pioneer Specialty Materials 354,United Kingdom,pioneerspecialty.materials.354@example.com,86741921090,Valid,pioneer specialty materials 354,Unique
SUP355,GreenCore Chemicals 355,Netherlands,greencorechemicals.355@example.com,92641345120,Valid,greencore chemicals 355,Unique
SUP356,Apex Chemical Solutions 356,Singapore,apexchemical.solutions.356@example.com,71469978160,Valid,apex chemical solutions 356,Unique
SUP357,Pioneer Specialty Materials 357,United States,pioneerspecialty.materials.357@example.com,99843241820,Valid,pioneer specialty materials 357,Unique
SUP358,Prime Industrial Supplies 358,Netherlands,primeindustrial.supplies.358@example.com,97832073930,Valid,prime industrial supplies 358,Unique
SUP359,greencore chemicals 359,Germany,greencorechemicals.359@example.com,,Valid,greencore chemicals 359,Unique
SUP360,Metro Chemical Industries 360,Singapore,metrochemical.industries.360@example.com,90484940260,Valid,metro chemical industries 360,Unique
SUP361,Nova Specialty Chemicals 361,Japan,novaspecialty.chemicals.361@example.com,83658355500,Valid,nova specialty chemicals 361,Unique
SUP362,Apex Chemical Solutions 362,Switzerland,apexchemical.solutions.362@example.com,77523066810,Valid,apex chemical solutions 362,Unique
SUP363,Global Industrial Materials 363,Singapore,globalindustrial.materials.363@example.com,96138098820,Valid,global industrial materials 363,Unique
SUP364,Global Industrial Materials 364,Netherlands,globalindustrial.materials.364@example.com,65045132510,Valid,global industrial materials 364,Unique
SUP365,Nova Specialty Chemicals 365,Netherlands,novaspecialty.chemicals.365@example.com,90777878500,Valid,nova specialty chemicals 365,Unique
SUP366,Prime Industrial Supplies 366,Switzerland,primeindustrial.supplies.366@example.com,90297198860,Valid,prime industrial supplies 366,Unique
SUP367,Prime Industrial Supplies 367,France,primeindustrial.supplies.367@example.com,95851120320,Valid,prime industrial supplies 367,Unique
SUP368,GreenCore Chemicals 368,Netherlands,greencorechemicals.368@example.com,70468162590,Valid,greencore chemicals 368,Unique
SUP369,GreenCore Chemicals 369,Switzerland,greencorechemicals.369@example.com,66212325130,Valid,greencore chemicals 369,Unique
SUP370,Vertex Materials 370,Singapore,vertexmaterials.370@example.com,99593935570,Valid,vertex materials 370,Unique
SUP371,Metro Chemical Industries 371,Switzerland,metrochemical.industries.371@example.com,92053020770,Valid,metro chemical industries 371,Unique
SUP372,Nova Specialty Chemicals 372,Germany,novaspecialty.chemicals.372@example.com,71864735610,Valid,nova specialty chemicals 372,Unique
SUP373,Vertex Materials 373,United Kingdom,invalid-email,93832205110,Invalid / Missing - Review Required,vertex materials 373,Unique
SUP374,Pioneer Specialty Materials 374,Japan,pioneerspecialty.materials.374@example.com,95242331680,Valid,pioneer specialty materials 374,Unique
SUP375,Apex Chemical Solutions 375,Japan,apexchemical.solutions.375@example.com,91183652420,Valid,apex chemical solutions 375,Unique
SUP376,Prime Industrial Supplies 376,Belgium,primeindustrial.supplies.376@example.com,84907519450,Valid,prime industrial supplies 376,Unique
SUP377,GreenCore Chemicals 377,United States,greencorechemicals.377@example.com,79179064560,Valid,greencore chemicals 377,Unique
SUP378,Pioneer Specialty Materials 378,Netherlands,pioneerspecialty.materials.378@example.com,74822960580,Valid,pioneer specialty materials 378,Potential Duplicate - Review
SUP379,Universal Chemical Products 379,Switzerland,universalchemical.products.379@example.com,,Valid,universal chemical products 379,Unique
SUP380,Pioneer Specialty Materials 380,France,pioneerspecialty.materials.380@example.com,79556902280,Valid,pioneer specialty materials 380,Potential Duplicate - Review
SUP381,Universal Chemical Products 381,Singapore,universalchemical.products.381@example.com,,Valid,universal chemical products 381,Unique
SUP382,Zenith Chemical Industries 382,Belgium,zenithchemical.industries.382@example.com,76448472760,Valid,zenith chemical industries 382,Unique
SUP383,Zenith Chemical Industries 383,France,,61874637220,Invalid / Missing - Review Required,zenith chemical industries 383,Unique
SUP384,Universal Chemical Products 384,Netherlands,universalchemical.products.384@example.com,90289306720,Valid,universal chemical products 384,Unique
SUP385,Vertex Materials 385,France,vertexmaterials.385@example.com,88505218120,Valid,vertex materials 385,Unique
SUP386,Nova Specialty Chemicals 386,Netherlands,,61589980320,Invalid / Missing - Review Required,nova specialty chemicals 386,Unique
SUP387,Nova Specialty Chemicals 387,Switzerland,novaspecialty.chemicals.387@example.com,85348056460,Valid,nova specialty chemicals 387,Unique
SUP388,Universal Chemical Products 388,Germany,,97546190630,Invalid / Missing - Review Required,universal chemical products 388,Unique
SUP389,GreenCore Chemicals 389,Germany,greencorechemicals.389@example.com,82589426920,Valid,greencore chemicals 389,Unique
SUP390,GreenCore Chemicals 390,India,greencorechemicals.390@example.com,91028726110,Valid,greencore chemicals 390,Unique
SUP391,Nova Specialty Chemicals 391,France,novaspecialty.chemicals.391@example.com,97406286170,Valid,nova specialty chemicals 391,Unique
SUP392,Nova Specialty Chemical 392,Germany,novaspecialty.chemicals.392@example.com,80164467680,Valid,nova specialty chemical 392,Unique
SUP393,Prime Industrial Supplies 393,United Kingdom,primeindustrial.supplies.393@example.com,,Valid,prime industrial supplies 393,Unique
SUP394,Vertex Materials 394,Germany,vertexmaterials.394@example.com,96583040950,Valid,vertex materials 394,Unique
SUP395,Universal Chemical Products 395,Switzerland,universalchemical.products.395@example.com,76321279230,Valid,universal chemical products 395,Unique
SUP396,Universal Chemical Products 396,Netherlands,,97468565280,Invalid / Missing - Review Required,universal chemical products 396,Unique
SUP397,Pioneer Specialty Materials 397,India,pioneerspecialty.materials.397@example.com,86519682050,Valid,pioneer specialty materials 397,Unique
SUP398,Global Industrial Materials 398,Singapore,globalindustrial.materials.398@example.com,87108159220,Valid,global industrial materials 398,Unique
SUP399,Prime Industrial Supplies 399,Singapore,primeindustrial.supplies.399@example.com,92073371200,Valid,prime industrial supplies 399,Unique
SUP400,Global Industrial Materials 400,France,globalindustrial.materials.400@example.com,64228099960,Valid,global industrial materials 400,Unique
SUP401,Global Industrial Materials 401,Netherlands,globalindustrial.materials.401@example.com,67145312980,Valid,global industrial materials 401,Unique
SUP402,Prime Industrial Supplies 402,India,primeindustrial.supplies.402@example.com,61975297020,Valid,prime industrial supplies 402,Unique
SUP403,Universal Chemical Products 403,India,universalchemical.products.403@example.com,72600050190,Valid,universal chemical products 403,Unique
SUP404,Universal Chemical Products 404,United Kingdom,universalchemical.products.404@example.com,78497856710,Valid,universal chemical products 404,Unique
SUP405,NOVA SPECIALTY CHEMICALS 405,Singapore,novaspecialty.chemicals.405@example.com,82813419780,Valid,nova specialty chemicals 405,Unique
SUP406,Vertex Materials 406,Belgium,vertexmaterials.406@example.com,89283102910,Valid,vertex materials 406,Unique
SUP407,Nova Specialty Chemicals 407,United States,novaspecialty.chemicals.407@example.com,67519171620,Valid,nova specialty chemicals 407,Unique
SUP408,Global Industrial Materials 408,Belgium,globalindustrial.materials.408@example.com,97402275990,Valid,global industrial materials 408,Unique
SUP409,Vertex Materials 409,Belgium,vertexmaterials.409@example.com,89340406830,Valid,vertex materials 409,Unique
SUP410,Zenith Chemical Industries 410,Netherlands,zenithchemical.industries.410@example.com,99205707810,Valid,zenith chemical industries 410,Unique
SUP411,Metro Chemical Industries 411,United States,metrochemical.industries.411@example.com,69972417610,Valid,metro chemical industries 411,Unique
SUP412,GreenCore Chemicals 412,Japan,greencorechemicals.412@example.com,,Valid,greencore chemicals 412,Unique
SUP413,Prime Industrial Supplies 413,India,primeindustrial.supplies.413@example.com,98607827360,Valid,prime industrial supplies 413,Unique
SUP414,GreenCore Chemicals 414,Japan,greencorechemicals.414@example.com,89103165910,Valid,greencore chemicals 414,Unique
SUP415,Pioneer Specialty Materials 415,United States,pioneerspecialty.materials.415@example.com,63172344480,Valid,pioneer specialty materials 415,Unique
SUP416,GreenCore Chemicals 416,United Kingdom,greencorechemicals.416@example.com,85236012520,Valid,greencore chemicals 416,Unique
SUP417,Prime Industrial Supplies 417,France,primeindustrial.supplies.417@example.com,89648739670,Valid,prime industrial supplies 417,Unique
SUP418,Prime Industrial Supplies 418,Netherlands,invalid-email,96305527300,Invalid / Missing - Review Required,prime industrial supplies 418,Unique
SUP419,Prime Industrial Supplies 419,Singapore,primeindustrial.supplies.419@example.com,76522448970,Valid,prime industrial supplies 419,Unique
SUP420,GreenCore Chemicals 420,Germany,greencorechemicals.420@example.com,70187907360,Valid,greencore chemicals 420,Unique
SUP421,Vertex Materials 421,Belgium,vertexmaterials.421@example.com,75417178410,Valid,vertex materials 421,Unique
SUP422,Metro Chemical Industries 422,Japan,metrochemical.industries.422@example.com,90033807920,Valid,metro chemical industries 422,Unique
SUP423,Prime Industrial Supplies 423,India,primeindustrial.supplies.423@example.com,95649841870,Valid,prime industrial supplies 423,Unique
SUP424,Vertex Materials 424,Japan,vertexmaterials.424@example.com,60347805000,Valid,vertex materials 424,Unique
SUP425,Metro Chemical Industries 425,India,metrochemical.industries.425@example.com,99110700300,Valid,metro chemical industries 425,Unique
SUP426,Metro Chemical Industries 426,Netherlands,metrochemical.industries.426@example.com,95770158370,Valid,metro chemical industries 426,Unique
SUP427,Prime Industrial Supplies 427,Singapore,primeindustrial.supplies.427@example.com,86073242960,Valid,prime industrial supplies 427,Unique
SUP428,Universal Chemical Products 428,Singapore,universalchemical.products.428@example.com,87342529630,Valid,universal chemical products 428,Unique
SUP429,Zenith Chemical Industries 429,Belgium,zenithchemical.industries.429@example.com,70764339000,Valid,zenith chemical industries 429,Unique
SUP430,Nova Specialty Chemicals 430,Germany,novaspecialty.chemicals.430@example.com,98800893480,Valid,nova specialty chemicals 430,Unique
SUP431,Apex Chemical Solutions 431,Japan,apexchemical.solutions.431@example.com,93870562440,Valid,apex chemical solutions 431,Unique
SUP432,GreenCore Chemicals 432,India,greencorechemicals.432@example.com,,Valid,greencore chemicals 432,Unique
SUP433,Universal Chemical Products 433,United States,universalchemical.products.433@example.com,63871198940,Valid,universal chemical products 433,Unique
SUP434,Prime Industrial Supplies 434,United Kingdom,primeindustrial.supplies.434@example.com,92104058620,Valid,prime industrial supplies 434,Unique
SUP435,Vertex Materials 435,United States,invalid-email,68624070930,Invalid / Missing - Review Required,vertex materials 435,Unique
SUP436,Nova Specialty Chemicals 436,Switzerland,novaspecialty.chemicals.436@example.com,97643695960,Valid,nova specialty chemicals 436,Unique
SUP437,Universal Chemical Products 437,Switzerland,universalchemical.products.437@example.com,81551920950,Valid,universal chemical products 437,Unique
SUP438,Prime Industrial Supplies 438,United States,primeindustrial.supplies.438@example.com,71036780920,Valid,prime industrial supplies 438,Unique
SUP439,GreenCore Chemicals 439,Japan,greencorechemicals.439@example.com,92064479740,Valid,greencore chemicals 439,Unique
SUP440,Universal Chemical Products 440,Germany,universalchemical.products.440@example.com,80114679750,Valid,universal chemical products 440,Unique
SUP441,GLOBAL INDUSTRIAL MATERIALS 441,United States,globalindustrial.materials.441@example.com,92390559740,Valid,global industrial materials 441,Unique
SUP442,Zenith Chemical Industries 442,France,zenithchemical.industries.442@example.com,96324448650,Valid,zenith chemical industries 442,Unique
SUP443,Pioneer Specialty Materials 443,United Kingdom,pioneerspecialty.materials.443@example.com,63878478840,Valid,pioneer specialty materials 443,Unique
SUP444,Vertex Materials 444,India,vertexmaterials.444@example.com,71358409480,Valid,vertex materials 444,Unique
SUP445,Pioneer Specialty Materials 445,Germany,pioneerspecialty.materials.445@example.com,79532911270,Valid,pioneer specialty materials 445,Unique
SUP446,Universal Chemical Products 446,Japan,universalchemical.products.446@example.com,85106664900,Valid,universal chemical products 446,Unique
SUP447,Vertex Materials 447,United Kingdom,vertexmaterials.447@example.com,64653429670,Valid,vertex materials 447,Unique
SUP448,Zenith Chemical Industries 448,Netherlands,zenithchemical.industries.448@example.com,61074800460,Valid,zenith chemical industries 448,Unique
SUP449,Metro Chemical Industries 449,Switzerland,metrochemical.industries.449@example.com,74087762350,Valid,metro chemical industries 449,Unique
SUP450,Metro Chemical Industries 450,Singapore,metrochemical.industries.450@example.com,87816458150,Valid,metro chemical industries 450,Unique
