material_id,material_name,category_id,supplier_id,unit,price,country,price_status,normalized_name,duplicate_status,category_status
MAT0381,Isopropyl Alcohol A Material 0381,CAT004,SUP182,L,3733.84,Japan,Valid,isopropyl alcohol a material 0381,Unique,Valid
MAT0382,Ethylene Glycol Industrial Material 0382,CAT006,SUP134,DRUM,1505.55,Germany,Valid,ethylene glycol industrial material 0382,Unique,Valid
MAT0383,Glycerol A Material 0383,CAT010,SUP298,DRUM,402.52,Singapore,Valid,glycerol a material 0383,Unique,Valid
MAT0384,Ammonium Hydroxide A Material 0384,CAT007,SUP272,TON,2094.88,United States,Valid,ammonium hydroxide a material 0384,Unique,Valid
MAT0385,Hydrogen Peroxide B Material 0385,,SUP210,DRUM,4469.58,Netherlands,Valid,hydrogen peroxide b material 0385,Unique,Missing - Review Required
MAT0386,Hydrogen Peroxide Industrial Material 0386,CAT003,SUP399,KG,,United States,Missing - Review Required,hydrogen peroxide industrial material 0386,Unique,Valid
MAT0387,Isopropyl Alcohol A Material 0387,CAT001,SUP232,TON,1086.44,United States,Valid,isopropyl alcohol a material 0387,Unique,Valid
MAT0388,Acetic Acid B Material 0388,CAT008,SUP403,KG,690.56,France,Valid,acetic acid b material 0388,Unique,Valid
MAT0389,Ethylene Glycol Premium Material 0389,CAT007,SUP495,BOX,1947.42,India,Valid,ethylene glycol premium material 0389,Unique,Valid
MAT0390,Sodium Carbonate B Material 0390,CAT006,SUP487,KG,4465.43,Switzerland,Valid,sodium carbonate b material 0390,Unique,Valid
MAT0391,Sulfuric Acid A Material 0391,CAT001,SUP321,L,1170.02,United Kingdom,Valid,sulfuric acid a material 0391,Unique,Valid
MAT0392,Calcium Carbonate B Material 0392,CAT002,SUP197,DRUM,2963.92,United States,Valid,calcium carbonate b material 0392,Unique,Valid
MAT0393,Acetone A Material 0393,CAT005,SUP486,TON,2306.84,Switzerland,Valid,acetone a material 0393,Unique,Valid
MAT0394,Formaldehyde Industrial Material 0394,CAT007,SUP455,L,1746.53,Netherlands,Valid,formaldehyde industrial material 0394,Potential Duplicate - Review,Valid
MAT0395,Toluene B Material 0395,CAT003,SUP486,BOX,144.67,Singapore,Valid,toluene b material 0395,Unique,Valid
MAT0396,Hydrogen Peroxide B Material 0396,CAT001,SUP302,DRUM,886.47,United Kingdom,Valid,hydrogen peroxide b material 0396,Unique,Valid
MAT0397,Ethanol Premium Material 0397,CAT005,SUP395,DRUM,3134.52,Belgium,Valid,ethanol premium material 0397,Unique,Valid
MAT0398,Ethanol A Material 0398,CAT001,SUP025,KG,2113.04,France,Valid,ethanol a material 0398,Unique,Valid
MAT0399,Methanol Industrial Material 0399,CAT008,SUP360,L,1067.2,India,Valid,methanol industrial material 0399,Unique,Valid
MAT0400,Calcium Carbonate Premium Material 0400,CAT002,SUP340,DRUM,1386.39,Belgium,Valid,calcium carbonate premium material 0400,Unique,Valid
MAT0401,Hydrogen Peroxide Premium Material 0401,CAT002,SUP262,DRUM,632.79,Germany,Valid,hydrogen peroxide premium material 0401,Unique,Valid
MAT0402,Methanol Premium Material 0402,CAT004,SUP312,L,3900.9,Switzerland,Valid,methanol premium material 0402,Unique,Valid
MAT0403,Sulfuric Acid Industrial Material 0403,CAT007,SUP152,L,245.06,Netherlands,Valid,sulfuric acid industrial material 0403,Unique,Valid
MAT0404,Sulfuric Acid Premium Material 0404,CAT006,SUP121,KG,113.11,Germany,Valid,sulfuric acid premium material 0404,Unique,Valid
MAT0405,Methanol Premium Material 0405,CAT003,SUP487,KG,3908.65,Germany,Valid,methanol premium material 0405,Unique,Valid
MAT0406,Methanol Industrial Material 0406,CAT004,SUP234,TON,1357.42,India,Valid,methanol industrial material 0406,Unique,Valid
MAT0407,Methanol B Material 0407,CAT001,SUP437,TON,1833.06,United Kingdom,Valid,methanol b material 0407,Unique,Valid
MAT0408,Ethylene Glycol A Material 0408,CAT002,SUP436,KG,97.88,United States,Valid,ethylene glycol a material 0408,Unique,Valid
MAT0409,Citric Acid Industrial Material 0409,CAT006,SUP458,BOX,4777.69,Japan,Valid,citric acid industrial material 0409,Unique,Valid
MAT0410,Acetone Industrial Material 0410,CAT006,SUP094,KG,2033.85,Netherlands,Valid,acetone industrial material 0410,Unique,Valid
MAT0411,Sodium Chloride Premium Material 0411,CAT008,SUP410,BOX,3261.79,United States,Valid,sodium chloride premium material 0411,Unique,Valid
MAT0412,Methanol B Material 0412,CAT001,SUP483,L,563.38,Belgium,Valid,methanol b material 0412,Unique,Valid
MAT0413,Glycerol Premium Material 0413,CAT003,SUP313,BOX,3906.86,Belgium,Valid,glycerol premium material 0413,Unique,Valid
MAT0414,Sodium Hydroxide B Material 0414,CAT008,SUP472,BOX,609.04,France,Valid,sodium hydroxide b material 0414,Unique,Valid
MAT0415,Propylene Glycol A Material 0415,,SUP134,TON,111.18,Switzerland,Valid,propylene glycol a material 0415,Unique,Missing - Review Required
MAT0416,Acetic Acid B Material 0416,CAT006,SUP266,DRUM,3456.8,Belgium,Valid,acetic acid b material 0416,Unique,Valid
MAT0417,Methanol Premium Material 0417,CAT004,SUP247,TON,3335.37,France,Valid,methanol premium material 0417,Unique,Valid
MAT0418,Hydrogen Peroxide A Material 0418,CAT001,SUP330,L,2552.56,Netherlands,Valid,hydrogen peroxide a material 0418,Unique,Valid
MAT0419,Glycerol B Material 0419,CAT002,SUP385,BOX,1637.14,United Kingdom,Valid,glycerol b material 0419,Unique,Valid
MAT0420,Sodium Chloride A Material 0420,CAT009,SUP115,DRUM,3234.42,France,Valid,sodium chloride a material 0420,Unique,Valid
MAT0421,Hydrochloric Acid A Material 0421,CAT008,SUP228,DRUM,2268.09,Netherlands,Valid,hydrochloric acid a material 0421,Unique,Valid
MAT0422,Propylene Glycol Industrial Material 0422,CAT002,SUP255,KG,558.08,France,Valid,propylene glycol industrial material 0422,Unique,Valid
MAT0423,Ethanol A Material 0423,CAT002,SUP406,DRUM,4817.7,Japan,Valid,ethanol a material 0423,Unique,Valid
MAT0424,Ammonium Hydroxide B Material 0424,CAT008,SUP487,TON,1848.55,India,Valid,ammonium hydroxide b material 0424,Unique,Valid
MAT0425,Hydrochloric Acid Premium Material 0425,CAT006,SUP287,DRUM,3019.76,United Kingdom,Valid,hydrochloric acid premium material 0425,Unique,Valid
MAT0426,Propylene Glycol A Material 0426,CAT002,SUP389,L,60.87,United Kingdom,Valid,propylene glycol a material 0426,Unique,Valid
MAT0427,Calcium Carbonate Industrial Material 0427,CAT002,SUP024,L,2487.49,France,Valid,calcium carbonate industrial material 0427,Unique,Valid
MAT0428,Methanol Industrial Material 0428,CAT010,SUP101,L,647.69,France,Valid,methanol industrial material 0428,Unique,Valid
MAT0429,Sulfuric Acid Premium Material 0429,CAT004,SUP367,TON,583.44,France,Valid,sulfuric acid premium material 0429,Unique,Valid
MAT0430,Ethanol A Material 0430,CAT008,SUP235,DRUM,4783.14,United States,Valid,ethanol a material 0430,Unique,Valid
MAT0431,Glycerol A Material 0431,CAT009,SUP377,KG,2788.47,France,Valid,glycerol a material 0431,Unique,Valid
MAT0432,Acetic Acid Premium Material 0432,CAT009,SUP400,L,3474.5,United States,Valid,acetic acid premium material 0432,Unique,Valid
MAT0433,Hydrogen Peroxide A Material 0433,CAT007,SUP337,DRUM,3050.5,United Kingdom,Valid,hydrogen peroxide a material 0433,Unique,Valid
MAT0434,Ammonium Hydroxide Premium Material 0434,CAT007,SUP312,L,1404.3,United Kingdom,Valid,ammonium hydroxide premium material 0434,Unique,Valid
MAT0435,Calcium Carbonate Premium Material 0435,CAT003,SUP071,BOX,3032.5,Switzerland,Valid,calcium carbonate premium material 0435,Unique,Valid
MAT0436,Calcium Carbonate Industrial Material 0436,CAT009,SUP324,L,1044.4,Belgium,Valid,calcium carbonate industrial material 0436,Unique,Valid
MAT0437,Calcium Carbonate Industrial Material 0437,CAT003,SUP364,L,2544.27,United Kingdom,Valid,calcium carbonate industrial material 0437,Unique,Valid
MAT0438,Methanol Industrial Material 0438,CAT009,SUP246,DRUM,2874.66,France,Valid,methanol industrial material 0438,Unique,Valid
MAT0439,Sodium Carbonate Industrial Material 0439,CAT007,SUP414,KG,2637.51,India,Valid,sodium carbonate industrial material 0439,Unique,Valid
MAT0440,Xylene B Material 0440,CAT001,SUP344,KG,1039.52,United States,Valid,xylene b material 0440,Unique,Valid
MAT0441,Calcium Carbonate Industrial Material 0441,CAT003,SUP430,KG,3468.44,Japan,Valid,calcium carbonate industrial material 0441,Unique,Valid
MAT0442,Sulfuric Acid A Material 0442,CAT006,SUP417,BOX,557.28,Switzerland,Valid,sulfuric acid a material 0442,Unique,Valid
MAT0443,Hydrochloric Acid Premium Material 0443,CAT004,SUP262,TON,3480.03,India,Valid,hydrochloric acid premium material 0443,Unique,Valid
MAT0444,Xylene Premium Material 0444,CAT007,SUP490,TON,4830.87,India,Valid,xylene premium material 0444,Unique,Valid
MAT0445,Sodium Hydroxide Industrial Material 0445,CAT004,SUP318,BOX,4158.42,United Kingdom,Valid,sodium hydroxide industrial material 0445,Unique,Valid
MAT0446,Acetic Acid B Material 0446,CAT004,SUP151,BOX,928.26,Germany,Valid,acetic acid b material 0446,Unique,Valid
MAT0447,Citric Acid B Material 0447,CAT009,SUP062,BOX,251.14,Japan,Valid,citric acid b material 0447,Unique,Valid
MAT0448,Sodium Carbonate Industrial Material 0448,CAT003,SUP083,DRUM,4237.77,India,Valid,sodium carbonate industrial material 0448,Unique,Valid
MAT0449,Isopropyl Alcohol Premium Material 0449,CAT003,SUP021,L,4646.71,Belgium,Valid,isopropyl alcohol premium material 0449,Unique,Valid
MAT0450,Ethanol Industrial Material 0450,CAT008,SUP405,DRUM,2773.29,Germany,Valid,ethanol industrial material 0450,Unique,Valid
MAT0451,Isopropyl Alcohol B Material 0451,CAT003,SUP267,KG,3941.98,United States,Valid,isopropyl alcohol b material 0451,Unique,Valid
MAT0452,Ethylene Glycol Premium Material 0452,CAT002,SUP179,L,4422.81,United Kingdom,Valid,ethylene glycol premium material 0452,Unique,Valid
MAT0453,Isopropyl Alcohol Industrial Material 0453,CAT005,SUP112,DRUM,2675.97,Switzerland,Valid,isopropyl alcohol industrial material 0453,Unique,Valid
MAT0454,Sodium Hydroxide A Material 0454,CAT006,SUP229,L,4527.26,Belgium,Valid,sodium hydroxide a material 0454,Unique,Valid
MAT0455,Formaldehyde B Material 0455,CAT001,SUP350,TON,1937.79,Germany,Valid,formaldehyde b material 0455,Unique,Valid
MAT0456,Xylene Industrial Material 0456,CAT009,SUP371,TON,172.29,Switzerland,Valid,xylene industrial material 0456,Unique,Valid
MAT0457,Toluene Premium Material 0457,CAT008,SUP023,TON,4496.49,Singapore,Valid,toluene premium material 0457,Unique,Valid
MAT0458,Isopropyl Alcohol A Material 0458,CAT002,SUP086,DRUM,2689.37,Germany,Valid,isopropyl alcohol a material 0458,Unique,Valid
MAT0459,Sulfuric Acid B Material 0459,CAT007,SUP428,KG,1067.62,France,Valid,sulfuric acid b material 0459,Unique,Valid
MAT0460,Acetone B Material 0460,CAT001,SUP236,TON,237.54,Germany,Valid,acetone b material 0460,Unique,Valid
MAT0461,Ethanol B Material 0461,CAT005,SUP286,KG,2896.06,Singapore,Valid,ethanol b material 0461,Unique,Valid
MAT0462,Sodium Chloride Premium Material 0462,CAT007,SUP231,BOX,2193.47,India,Valid,sodium chloride premium material 0462,Unique,Valid
MAT0463,Xylene A Material 0463,CAT009,SUP004,DRUM,363.03,Belgium,Valid,xylene a material 0463,Unique,Valid
MAT0464,Ethanol A Material 0464,CAT006,SUP476,DRUM,575.37,Japan,Valid,ethanol a material 0464,Unique,Valid
MAT0465,Formaldehyde A Material 0465,CAT005,SUP392,BOX,1938.0,India,Valid,formaldehyde a material 0465,Unique,Valid
MAT0466,Glycerol B Material 0466,CAT009,SUP113,L,-438.0,Switzerland,Invalid - Review Required,glycerol b material 0466,Unique,Valid
MAT0467,Calcium Carbonate B Material 0467,CAT005,SUP347,TON,4789.09,India,Valid,calcium carbonate b material 0467,Potential Duplicate - Review,Valid
MAT0468,Sodium Carbonate B Material 0468,CAT002,SUP022,KG,2884.96,France,Valid,sodium carbonate b material 0468,Unique,Valid
MAT0469,Sodium Carbonate A Material 0469,CAT005,SUP108,TON,1098.1,Switzerland,Valid,sodium carbonate a material 0469,Unique,Valid
MAT0470,Hydrogen Peroxide B Material 0470,CAT003,SUP114,DRUM,4182.0,Singapore,Valid,hydrogen peroxide b material 0470,Unique,Valid
MAT0471,Methanol B Material 0471,,SUP437,KG,4264.37,Switzerland,Valid,methanol b material 0471,Unique,Missing - Review Required
MAT0472,Propylene Glycol A Material 0472,CAT005,SUP344,KG,1290.9,Singapore,Valid,propylene glycol a material 0472,Unique,Valid
MAT0473,Acetic Acid Premium Material 0473,CAT006,SUP183,L,3372.91,Singapore,Valid,acetic acid premium material 0473,Unique,Valid
MAT0474,Methanol Industrial Material 0474,CAT010,SUP036,L,,Netherlands,Missing - Review Required,methanol industrial material 0474,Unique,Valid
MAT0475,Isopropyl Alcohol Industrial Material 0475,CAT010,SUP079,DRUM,2855.97,United Kingdom,Valid,isopropyl alcohol industrial material 0475,Unique,Valid
MAT0476,Ethylene Glycol B Material 0476,CAT001,SUP161,L,3939.02,France,Valid,ethylene glycol b material 0476,Unique,Valid
MAT0477,Sodium Chloride Industrial Material 0477,CAT003,SUP348,TON,4395.53,Netherlands,Valid,sodium chloride industrial material 0477,Unique,Valid
MAT0478,Propylene Glycol Industrial Material 0478,CAT005,SUP250,DRUM,588.72,Belgium,Valid,propylene glycol industrial material 0478,Unique,Valid
MAT0479,Acetone Industrial Material 0479,CAT003,SUP457,DRUM,1022.34,Germany,Valid,acetone industrial material 0479,Unique,Valid
MAT0480,Acetone A Material 0480,CAT009,SUP324,KG,4072.58,Belgium,Valid,acetone a material 0480,Unique,Valid
MAT0481,Xylene B Material 0481,CAT001,SUP283,TON,2740.17,Switzerland,Valid,xylene b material 0481,Unique,Valid
MAT0482,Glycerol B Material 0482,CAT006,SUP201,L,4462.62,Belgium,Valid,glycerol b material 0482,Unique,Valid
MAT0483,Calcium Carbonate B Material 0483,CAT008,SUP257,DRUM,498.24,United Kingdom,Valid,calcium carbonate b material 0483,Unique,Valid
MAT0484,Ammonium Hydroxide A Material 0484,CAT004,SUP435,DRUM,3436.6,Switzerland,Valid,ammonium hydroxide a material 0484,Unique,Valid
MAT0485,Hydrogen Peroxide Premium Material 0485,CAT003,SUP092,DRUM,4746.12,United States,Valid,hydrogen peroxide premium material 0485,Unique,Valid
MAT0486,Glycerol Industrial Material 0486,CAT001,SUP113,BOX,1197.16,Japan,Valid,glycerol industrial material 0486,Unique,Valid
MAT0487,Toluene B Material 0487,CAT001,SUP343,L,2613.53,United Kingdom,Valid,toluene b material 0487,Unique,Valid
MAT0488,Xylene Premium Material 0488,CAT008,SUP452,KG,247.53,United Kingdom,Valid,xylene premium material 0488,Unique,Valid
MAT0489,Methanol Industrial Material 0489,CAT005,SUP297,DRUM,2872.29,France,Valid,methanol industrial material 0489,Unique,Valid
MAT0490,Xylene Industrial Material 0490,CAT010,SUP335,KG,2607.48,France,Valid,xylene industrial material 0490,Unique,Valid
MAT0491,Hydrochloric Acid Premium Material 0491,CAT006,SUP419,TON,2459.96,Netherlands,Valid,hydrochloric acid premium material 0491,Unique,Valid
MAT0492,Formaldehyde A Material 0492,CAT009,SUP452,L,2227.5,Singapore,Valid,formaldehyde a material 0492,Unique,Valid
MAT0493,Acetone Industrial Material 0493,CAT004,SUP077,L,828.92,Belgium,Valid,acetone industrial material 0493,Unique,Valid
MAT0494,Methanol B Material 0494,,SUP416,TON,3615.27,Netherlands,Valid,methanol b material 0494,Unique,Missing - Review Required
MAT0495,Glycerol Premium Material 0495,CAT004,SUP303,L,3253.93,France,Valid,glycerol premium material 0495,Unique,Valid
MAT0496,Sodium Hydroxide B Material 0496,CAT001,SUP066,DRUM,2982.12,United States,Valid,sodium hydroxide b material 0496,Unique,Valid
MAT0497,Ammonium Hydroxide A Material 0497,CAT010,SUP076,KG,873.39,United States,Valid,ammonium hydroxide a material 0497,Unique,Valid
MAT0498,Ammonium Hydroxide Premium Material 0498,CAT010,SUP497,DRUM,3206.23,Japan,Valid,ammonium hydroxide premium material 0498,Unique,Valid
MAT0499,Acetone B Material 0499,CAT008,SUP311,BOX,4343.15,United States,Valid,acetone b material 0499,Unique,Valid
MAT0500,Hydrochloric Acid Premium Material 0500,CAT010,SUP074,DRUM,4111.24,United States,Valid,hydrochloric acid premium material 0500,Unique,Valid
MAT0501,Formaldehyde Industrial Material 0501,CAT003,SUP371,TON,4615.64,Belgium,Valid,formaldehyde industrial material 0501,Unique,Valid
MAT0502,Acetic Acid A Material 0502,CAT004,SUP194,BOX,704.46,India,Valid,acetic acid a material 0502,Unique,Valid
MAT0503,Sulfuric Acid Premium Material 0503,CAT003,SUP311,KG,928.24,Belgium,Valid,sulfuric acid premium material 0503,Unique,Valid
MAT0504,Formaldehyde A Material 0504,CAT009,SUP258,KG,511.29,United States,Valid,formaldehyde a material 0504,Unique,Valid
MAT0505,Formaldehyde A Material 0505,CAT007,SUP268,BOX,1883.37,India,Valid,formaldehyde a material 0505,Unique,Valid
MAT0506,Ammonium Hydroxide Premium Material 0506,CAT004,SUP481,BOX,3958.3,France,Valid,ammonium hydroxide premium material 0506,Unique,Valid
MAT0507,Toluene A Material 0507,CAT007,SUP069,TON,2411.85,Singapore,Valid,toluene a material 0507,Unique,Valid
MAT0508,Acetone Industrial Material 0508,CAT010,SUP449,DRUM,2072.8,Singapore,Valid,acetone industrial material 0508,Unique,Valid
MAT0509,Sodium Hydroxide A Material 0509,CAT010,SUP268,KG,2622.82,France,Valid,sodium hydroxide a material 0509,Unique,Valid
MAT0510,Sulfuric Acid Industrial Material 0510,CAT007,SUP186,KG,816.15,Belgium,Valid,sulfuric acid industrial material 0510,Unique,Valid
MAT0511,Sodium Chloride Industrial Material 0511,CAT009,SUP217,DRUM,1859.94,Japan,Valid,sodium chloride industrial material 0511,Unique,Valid
MAT0512,Xylene B Material 0512,CAT007,SUP283,DRUM,2438.22,United Kingdom,Valid,xylene b material 0512,Unique,Valid
MAT0513,Sodium Carbonate Premium Material 0513,CAT005,SUP158,DRUM,1754.56,France,Valid,sodium carbonate premium material 0513,Unique,Valid
MAT0514,Hydrogen Peroxide A Material 0514,CAT004,SUP229,L,546.38,Switzerland,Valid,hydrogen peroxide a material 0514,Unique,Valid
MAT0515,Xylene Industrial Material 0515,CAT009,SUP315,KG,845.65,India,Valid,xylene industrial material 0515,Unique,Valid
MAT0516,Acetone B Material 0516,CAT008,SUP475,DRUM,2205.12,Germany,Valid,acetone b material 0516,Unique,Valid
MAT0517,Sodium Chloride B Material 0517,CAT006,SUP041,DRUM,236.89,France,Valid,sodium chloride b material 0517,Unique,Valid
MAT0518,Xylene Industrial Material 0518,CAT010,SUP030,L,3219.44,Netherlands,Valid,xylene industrial material 0518,Unique,Valid
MAT0519,Sodium Hydroxide B Material 0519,CAT009,SUP147,L,216.37,Belgium,Valid,sodium hydroxide b material 0519,Unique,Valid
MAT0520,Ammonium Hydroxide B Material 0520,CAT010,SUP087,KG,1830.71,India,Valid,ammonium hydroxide b material 0520,Unique,Valid
MAT0521,Citric Acid A Material 0521,CAT005,SUP400,BOX,1797.98,France,Valid,citric acid a material 0521,Unique,Valid
MAT0522,Xylene B Material 0522,CAT009,SUP008,KG,4599.93,Switzerland,Valid,xylene b material 0522,Unique,Valid
MAT0523,Calcium Carbonate Industrial Material 0523,CAT006,SUP494,TON,1170.16,Singapore,Valid,calcium carbonate industrial material 0523,Unique,Valid
MAT0524,Propylene Glycol Premium Material 0524,CAT010,SUP003,TON,916.42,Switzerland,Valid,propylene glycol premium material 0524,Unique,Valid
MAT0525,Methanol A Material 0525,CAT009,SUP151,TON,4737.73,Switzerland,Valid,methanol a material 0525,Unique,Valid
MAT0526,Sodium Chloride Industrial Material 0526,CAT008,SUP495,BOX,2837.68,Singapore,Valid,sodium chloride industrial material 0526,Unique,Valid
MAT0527,Isopropyl Alcohol Premium Material 0527,CAT008,SUP460,DRUM,4317.02,Netherlands,Valid,isopropyl alcohol premium material 0527,Unique,Valid
MAT0528,Methanol Industrial Material 0528,CAT002,SUP196,L,3400.72,Singapore,Valid,methanol industrial material 0528,Unique,Valid
MAT0529,Isopropyl Alcohol Premium Material 0529,CAT006,SUP265,DRUM,98.13,Japan,Valid,isopropyl alcohol premium material 0529,Unique,Valid
MAT0530,Hydrochloric Acid Industrial Material 0530,CAT002,SUP205,TON,426.34,United States,Valid,hydrochloric acid industrial material 0530,Unique,Valid
MAT0531,Glycerol Industrial Material 0531,CAT006,SUP112,DRUM,1381.93,Singapore,Valid,glycerol industrial material 0531,Unique,Valid
MAT0532,Glycerol B Material 0532,CAT004,SUP377,L,4370.08,Singapore,Valid,glycerol b material 0532,Unique,Valid
MAT0533,Hydrochloric Acid B Material 0533,CAT004,SUP429,DRUM,1812.34,Germany,Valid,hydrochloric acid b material 0533,Unique,Valid
MAT0534,Methanol A Material 0534,CAT008,SUP315,KG,3833.01,Switzerland,Valid,methanol a material 0534,Unique,Valid
MAT0535,Ethanol Premium Material 0535,CAT006,SUP318,TON,2487.08,Belgium,Valid,ethanol premium material 0535,Unique,Valid
MAT0536,Sodium Chloride Premium Material 0536,CAT003,SUP392,DRUM,1437.32,Singapore,Valid,sodium chloride premium material 0536,Unique,Valid
MAT0537,Acetic Acid B Material 0537,CAT001,SUP270,BOX,2417.68,Switzerland,Valid,acetic acid b material 0537,Unique,Valid
MAT0538,Ethanol Industrial Material 0538,CAT007,SUP441,L,2313.12,Germany,Valid,ethanol industrial material 0538,Unique,Valid
MAT0539,Ammonium Hydroxide Premium Material 0539,CAT006,SUP353,KG,108.51,Singapore,Valid,ammonium hydroxide premium material 0539,Unique,Valid
MAT0540,Xylene A Material 0540,CAT006,SUP186,DRUM,4316.12,United States,Valid,xylene a material 0540,Unique,Valid
MAT0541,Sodium Carbonate Industrial Material 0541,CAT004,SUP138,BOX,4794.71,United Kingdom,Valid,sodium carbonate industrial material 0541,Unique,Valid
MAT0542,Toluene B Material 0542,CAT008,SUP218,L,2124.51,United Kingdom,Valid,toluene b material 0542,Potential Duplicate - Review,Valid
MAT0543,Toluene Premium Material 0543,CAT005,SUP231,L,-135.0,Belgium,Invalid - Review Required,toluene premium material 0543,Unique,Valid
MAT0544,Hydrochloric Acid A Material 0544,CAT005,SUP412,L,2798.93,France,Valid,hydrochloric acid a material 0544,Unique,Valid
MAT0545,Sulfuric Acid B Material 0545,CAT003,SUP243,KG,924.21,Netherlands,Valid,sulfuric acid b material 0545,Unique,Valid
MAT0546,Hydrogen Peroxide Industrial Material 0546,CAT008,SUP154,TON,2832.59,Belgium,Valid,hydrogen peroxide industrial material 0546,Unique,Valid
MAT0547,Ethanol Premium Material 0547,CAT002,SUP354,L,347.18,Japan,Valid,ethanol premium material 0547,Unique,Valid
MAT0548,Glycerol A Material 0548,CAT008,SUP382,TON,1335.86,United Kingdom,Valid,glycerol a material 0548,Unique,Valid
MAT0549,Sodium Carbonate Industrial Material 0549,CAT006,SUP011,BOX,650.13,Belgium,Valid,sodium carbonate industrial material 0549,Unique,Valid
MAT0550,Sulfuric Acid B Material 0550,CAT005,SUP182,TON,3382.3,Netherlands,Valid,sulfuric acid b material 0550,Unique,Valid
MAT0551,Propylene Glycol A Material 0551,CAT007,SUP315,TON,2345.57,United States,Valid,propylene glycol a material 0551,Unique,Valid
MAT0552,Citric Acid Industrial Material 0552,CAT007,SUP324,DRUM,2879.61,Germany,Valid,citric acid industrial material 0552,Unique,Valid
MAT0553,Acetone B Material 0553,CAT006,SUP117,TON,1618.55,Japan,Valid,acetone b material 0553,Unique,Valid
MAT0554,Sodium Chloride Premium Material 0554,CAT005,SUP455,BOX,3915.82,United Kingdom,Valid,sodium chloride premium material 0554,Unique,Valid
MAT0555,Acetic Acid Premium Material 0555,CAT007,SUP086,L,4278.35,United States,Valid,acetic acid premium material 0555,Unique,Valid
MAT0556,Hydrochloric Acid Industrial Material 0556,CAT002,SUP108,L,-687.0,Germany,Invalid - Review Required,hydrochloric acid industrial material 0556,Unique,Valid
MAT0557,Acetone Premium Material 0557,CAT009,SUP028,KG,3866.12,Switzerland,Valid,acetone premium material 0557,Unique,Valid
MAT0558,Acetone A Material 0558,CAT005,SUP317,L,467.34,France,Valid,acetone a material 0558,Unique,Valid
MAT0559,Calcium Carbonate B Material 0559,CAT004,SUP378,TON,,United States,Missing - Review Required,calcium carbonate b material 0559,Unique,Valid
MAT0560,Hydrogen Peroxide B Material 0560,CAT001,SUP018,TON,4308.83,United Kingdom,Valid,hydrogen peroxide b material 0560,Unique,Valid
MAT0561,Glycerol Premium Material 0561,CAT009,SUP479,TON,2765.3,United States,Valid,glycerol premium material 0561,Unique,Valid
MAT0562,Sodium Carbonate B Material 0562,CAT010,SUP306,BOX,3173.69,Belgium,Valid,sodium carbonate b material 0562,Unique,Valid
MAT0563,Ethylene Glycol Industrial Material 0563,CAT006,SUP247,DRUM,1174.29,Germany,Valid,ethylene glycol industrial material 0563,Unique,Valid
MAT0564,Propylene Glycol Industrial Material 0564,CAT006,SUP212,TON,820.8,India,Valid,propylene glycol industrial material 0564,Unique,Valid
MAT0565,Sodium Hydroxide B Material 0565,CAT006,SUP147,BOX,2698.74,Netherlands,Valid,sodium hydroxide b material 0565,Unique,Valid
MAT0566,Glycerol Industrial Material 0566,CAT001,SUP393,BOX,3999.93,Belgium,Valid,glycerol industrial material 0566,Unique,Valid
MAT0567,Hydrochloric Acid A Material 0567,CAT009,SUP192,L,2088.09,Switzerland,Valid,hydrochloric acid a material 0567,Unique,Valid
MAT0568,Ethylene Glycol Premium Material 0568,CAT004,SUP084,BOX,4150.71,Singapore,Valid,ethylene glycol premium material 0568,Unique,Valid
MAT0569,Sodium Chloride A Material 0569,CAT007,SUP321,L,2607.22,Belgium,Valid,sodium chloride a material 0569,Unique,Valid
MAT0570,Sodium Chloride Industrial Material 0570,CAT009,SUP415,TON,2093.87,Germany,Valid,sodium chloride industrial material 0570,Unique,Valid
MAT0571,Citric Acid B Material 0571,CAT005,SUP057,BOX,3107.76,Japan,Valid,citric acid b material 0571,Unique,Valid
MAT0572,Formaldehyde Premium Material 0572,CAT004,SUP165,KG,803.14,Switzerland,Valid,formaldehyde premium material 0572,Unique,Valid
MAT0573,Sodium Hydroxide B Material 0573,CAT002,SUP145,TON,668.94,Netherlands,Valid,sodium hydroxide b material 0573,Unique,Valid
MAT0574,Sodium Hydroxide B Material 0574,CAT002,SUP078,KG,2493.22,United Kingdom,Valid,sodium hydroxide b material 0574,Unique,Valid
MAT0575,Ethylene Glycol Industrial Material 0575,CAT008,SUP191,BOX,3499.83,India,Valid,ethylene glycol industrial material 0575,Unique,Valid
MAT0576,Isopropyl Alcohol A Material 0576,CAT003,SUP029,TON,3889.48,Germany,Valid,isopropyl alcohol a material 0576,Unique,Valid
MAT0577,Sodium Carbonate Premium Material 0577,CAT003,SUP099,TON,4095.39,India,Valid,sodium carbonate premium material 0577,Unique,Valid
MAT0578,Methanol B Material 0578,CAT007,SUP395,BOX,,India,Missing - Review Required,methanol b material 0578,Unique,Valid
MAT0579,Sulfuric Acid Premium Material 0579,CAT002,SUP267,L,2390.49,Japan,Valid,sulfuric acid premium material 0579,Unique,Valid
MAT0580,Isopropyl Alcohol B Material 0580,CAT001,SUP382,DRUM,2628.58,Japan,Valid,isopropyl alcohol b material 0580,Unique,Valid
MAT0581,Glycerol Industrial Material 0581,CAT004,SUP185,KG,4325.11,Singapore,Valid,glycerol industrial material 0581,Unique,Valid
MAT0582,Methanol B Material 0582,CAT007,SUP167,KG,878.43,Japan,Valid,methanol b material 0582,Unique,Valid
