material_id,material_name,category_id,supplier_id,unit,price,country
MAT0315,Hydrochloric Acid B Material 0315,CAT002,SUP127,L,1369.31,India
MAT0316,Hydrochloric Acid Premium Material 0316,CAT006,SUP479,L,921.7,Belgium
MAT0317,Isopropyl Alcohol Industrial Material 0317,CAT010,SUP015,TON,4740.42,Belgium
MAT0318,Hydrogen Peroxide B Material 0318,CAT008,SUP278,TON,919.01,India
MAT0319,Acetone A Material 0319,CAT004,SUP309,L,148.64,Netherlands
MAT0320,Sodium Hydroxide Industrial Material 0320,CAT010,SUP104,L,1736.76,United States
MAT0321,Isopropyl Alcohol A Material 0321,CAT001,SUP076,DRUM,3538.25,United States
MAT0322,Methanol Industrial Material 0322,CAT002,SUP192,BOX,2950.78,United Kingdom
MAT0323,Calcium Carbonate Industrial Material 0323,CAT003,SUP500,L,3675.14,France
MAT0324,Glycerol Industrial Material 0324,CAT003,SUP363,DRUM,3483.12,Belgium
MAT0325,Toluene B Material 0325,CAT010,SUP418,L,1923.0,Japan
MAT0326,Hydrogen Peroxide B Material 0326,CAT001,SUP486,DRUM,1988.43,Belgium
MAT0327,Ethanol B Material 0327,CAT010,SUP163,DRUM,1143.43,Belgium
MAT0328,Methanol Premium Material 0328,CAT003,SUP170,KG,1228.08,United Kingdom
MAT0329,Citric Acid A Material 0329,CAT006,SUP229,KG,1362.8,Singapore
MAT0330,Acetone Industrial Material 0330,CAT005,SUP403,KG,3616.05,India
MAT0331,Xylene Premium Material 0331,CAT007,SUP497,L,4428.53,Netherlands
MAT0332,Xylene Industrial Material 0332,CAT009,SUP193,KG,4152.59,Belgium
MAT0333,Hydrochloric Acid B Material 0333,CAT008,SUP038,KG,1509.8,United Kingdom
MAT0334,Sodium Chloride A Material 0334,CAT002,SUP176,L,4445.26,United States
MAT0335,Acetone A Material 0335,CAT006,SUP305,DRUM,4471.47,India
MAT0336,Ethylene Glycol B Material 0336,CAT010,SUP456,BOX,827.66,Germany
MAT0337,Isopropyl Alcohol B Material 0337,CAT004,SUP210,DRUM,3624.09,Switzerland
MAT0338,Sodium Chloride Industrial Material 0338,CAT005,SUP122,KG,295.7,Belgium
MAT0339,Sodium Carbonate Premium Material 0339,CAT003,SUP028,TON,68.89,Germany
MAT0340,Calcium Carbonate Premium Material 0340,CAT004,SUP050,KG,1074.42,Japan
MAT0341,ACETONE PREMIUM MATERIAL 0341,CAT002,SUP158,BOX,2381.18,Japan
MAT0342,Acetone Premium Material 0342,CAT003,SUP190,BOX,1878.54,Netherlands
MAT0343,Ethanol Industrial Material 0343,CAT008,SUP239,TON,1169.9,Japan
MAT0344,Acetic Acid A Material 0344,CAT003,SUP386,KG,474.25,United Kingdom
MAT0345,Sodium Carbonate Premium Material 0345,CAT010,SUP117,DRUM,351.87,France
MAT0346,Ammonium Hydroxide Premium Material 0346 ,CAT009,SUP352,BOX,2884.94,Singapore
MAT0347,Glycerol Industrial Material 0347,CAT002,SUP203,KG,2535.4,Switzerland
MAT0348,Acetic Acid B Material 0348,CAT002,SUP487,BOX,905.75,United States
MAT0349,Sulfuric Acid B Material 0349,CAT003,SUP022,BOX,437.92,France
MAT0350,Sulfuric Acid B Material 0350,CAT010,SUP133,TON,4558.48,Germany
MAT0351,Acetone Premium Material 0351,CAT009,SUP204,DRUM,1664.33,Japan
MAT0352,Ammonium Hydroxide Premium Material 0352,CAT001,SUP403,DRUM,2958.5,France
MAT0353,Methanol Premium Material 0353,CAT003,SUP076,DRUM,2960.27,Germany
MAT0354,Methanol A Material 0354,CAT005,SUP445,DRUM,4406.67,France
MAT0355,Sodium Chloride Premium Material 0355,CAT008,SUP293,DRUM,2391.58,United States
MAT0356,Sodium Chloride Premium Material 0356,CAT003,SUP317,DRUM,3420.02,France
MAT0357,Ethanol Premium Material 0357,CAT006,SUP354,L,293.99,Netherlands
MAT0358,Sodium Chloride Industrial Material 0358,CAT001,SUP173,TON,1589.2,Netherlands
MAT0359,Methanol B Material 0359,CAT003,SUP154,BOX,3881.45,United Kingdom
MAT0360,Sodium Chloride Premium Material 0360,CAT010,SUP331,KG,980.28,Singapore
MAT0361,Ethylene Glycol Premium Material 0361,CAT009,SUP445,TON,4114.04,Switzerland
MAT0362,Citric Acid A Material 0362,CAT005,SUP364,DRUM,-125.0,Switzerland
MAT0363,Acetic Acid A Material 0363,CAT003,SUP099,L,4193.03,Singapore
MAT0364,Ethanol Premium Material 0364,CAT001,SUP471,TON,3537.94,Japan
MAT0365,Toluene Premium Material 0365,,SUP204,KG,3421.81,Singapore
MAT0366,Toluene Premium Material 0366,CAT010,SUP229,L,4804.58,Netherlands
MAT0367,Acetic Acid Industrial Material 0367,CAT006,SUP084,TON,3757.36,Germany
MAT0368,Calcium Carbonate A Material 0368,CAT007,SUP026,L,4276.42,Singapore
MAT0369,Hydrochloric Acid B Material 0369,CAT004,SUP138,BOX,2590.74,India
MAT0370,Glycerol B Material 0370,,SUP308,KG,1157.66,Belgium
MAT0371,Calcium Carbonate Industrial Material 0371,CAT007,SUP459,BOX,4265.35,Netherlands
MAT0372,Sodium Chloride B Material 0372,CAT008,SUP155,DRUM,4130.34,France
MAT0373,Acetic Acid A Material 0373,CAT001,SUP262,TON,2829.21,Belgium
MAT0374,Formaldehyde Industrial Material 0374,CAT005,SUP351,KG,2434.61,United Kingdom
MAT0375,Sodium Chloride Industrial Material 0375,CAT005,SUP134,TON,982.38,Switzerland
MAT0376,Hydrochloric Acid A Material 0376,CAT010,SUP207,TON,3419.74,India
MAT0377,Glycerol Industrial Material 0377,CAT005,SUP465,BOX,2052.76,India
MAT0378,Acetic Acid B Material 0378,CAT006,SUP372,L,3447.27,Netherlands
MAT0379,Toluene Industrial Material 0379,CAT003,SUP431,DRUM,946.62,Germany
MAT0380,Glycerol B Material 0380,CAT005,SUP372,DRUM,3826.45,United States
MAT0381,Isopropyl Alcohol A Material 0381,CAT004,SUP182,Liter,3733.84,Japan
MAT0382,Ethylene Glycol Industrial Material 0382,CAT006,SUP134,Drum,1505.55,Germany
MAT0383,Glycerol A Material 0383,CAT010,SUP298,DRUM,402.52,Singapore
MAT0384,Ammonium Hydroxide A Material 0384,CAT007,SUP272,TON,2094.88,United States
MAT0385,Hydrogen Peroxide B Material 0385,,SUP210,Drum,4469.58,Netherlands
MAT0386,Hydrogen Peroxide Industrial Material 0386,CAT003,SUP399,KG,,United States
MAT0387,Isopropyl Alcohol A Material 0387,CAT001,SUP232,TON,1086.44,United States
MAT0388,Acetic Acid B Material 0388,CAT008,SUP403,KG,690.56,France
MAT0389,Ethylene Glycol Premium Material 0389,CAT007,SUP495,BOX,1947.42,India
MAT0390,Sodium Carbonate B Material 0390,CAT006,SUP487,KG,4465.43,Switzerland
MAT0391,Sulfuric Acid A Material 0391,CAT001,SUP321,L,1170.02,United Kingdom
MAT0392,Calcium Carbonate B Material 0392,CAT002,SUP197,DRUM,2963.92,United States
MAT0393,Acetone A Material 0393,CAT005,SUP486,TON,2306.84,Switzerland
MAT0394,Formaldehyde Industrial Material 0394,CAT007,SUP455,L,1746.53,Netherlands
MAT0395,Toluene B Material 0395,CAT003,SUP486,BOX,144.67,Singapore
MAT0396,Hydrogen Peroxide B Material 0396,CAT001,SUP302,DRUM,886.47,United Kingdom
MAT0397,Ethanol Premium Material 0397,CAT005,SUP395,DRUM,3134.52,Belgium
MAT0398,Ethanol A Material 0398,CAT001,SUP025,KG,2113.04,France
MAT0399,Methanol Industrial Material 0399,CAT008,SUP360,L,1067.2,India
MAT0400,Calcium Carbonate Premium Material 0400,CAT002,SUP340,DRUM,1386.39,Belgium
MAT0401,Hydrogen Peroxide Premium Material 0401,CAT002,SUP262,DRUM,632.79,Germany
MAT0402,Methanol Premium Material 0402,CAT004,SUP312,L,3900.9,Switzerland
MAT0403,Sulfuric Acid Industrial Material 0403,CAT007,SUP152,L,245.06,Netherlands
MAT0404,Sulfuric Acid Premium Material 0404,CAT006,SUP121,KG,113.11,Germany
MAT0405,Methanol Premium Material 0405,CAT003,SUP487,KG,3908.65,Germany
MAT0406,Methanol Industrial Material 0406,CAT004,SUP234,TON,1357.42,India
MAT0407,Methanol B Material 0407,CAT001,SUP437,TON,1833.06,United Kingdom
MAT0408,Ethylene Glycol A Material 0408,CAT002,SUP436,KG,97.88,United States
MAT0409,Citric Acid Industrial Material 0409,CAT006,SUP458,BOX,4777.69,Japan
MAT0410,Acetone Industrial Material 0410,CAT006,SUP094,KG,2033.85,Netherlands
MAT0411,Sodium Chloride Premium Material 0411,CAT008,SUP410,BOX,3261.79,United States
MAT0412,Methanol B Material 0412,CAT001,SUP483,L,563.38,Belgium
MAT0413,Glycerol Premium Material 0413,CAT003,SUP313,BOX,3906.86,Belgium
MAT0414,Sodium Hydroxide B Material 0414,CAT008,SUP472,BOX,609.04,France
MAT0415,Propylene Glycol A Material 0415,,SUP134,TON,111.18,Switzerland
MAT0416,Acetic Acid B Material 0416,CAT006,SUP266,DRUM,3456.8,Belgium
MAT0417,Methanol Premium Material 0417,CAT004,SUP247,TON,3335.37,France
MAT0418,Hydrogen Peroxide A Material 0418,CAT001,SUP330,L,2552.56,Netherlands
MAT0419,Glycerol B Material 0419,CAT002,SUP385,box,1637.14,United Kingdom
MAT0420,Sodium Chloride A Material 0420,CAT009,SUP115,Drum,3234.42,France
MAT0421,Hydrochloric Acid A Material 0421,CAT008,SUP228,DRUM,2268.09,Netherlands
MAT0422,Propylene Glycol Industrial Material 0422,CAT002,SUP255,KG,558.08,France
MAT0423,Ethanol A Material 0423,CAT002,SUP406,DRUM,4817.7,Japan
MAT0424,Ammonium Hydroxide B Material 0424,CAT008,SUP487,TON,1848.55,India
MAT0425,Hydrochloric Acid Premium Material 0425,CAT006,SUP287,drum,3019.76,United Kingdom
MAT0426,Propylene Glycol A Material 0426,CAT002,SUP389,L,60.87,United Kingdom
MAT0427,Calcium Carbonate Industrial Material 0427,CAT002,SUP024,L,2487.49,France
MAT0428,Methanol Industrial Material 0428,CAT010,SUP101,L,647.69,France
MAT0429,Sulfuric Acid Premium Material 0429,CAT004,SUP367,TON,583.44,France
MAT0430,Ethanol A Material 0430,CAT008,SUP235,DRUM,4783.14,United States
MAT0431,Glycerol A Material 0431,CAT009,SUP377,KG,2788.47,France
MAT0432,Acetic Acid Premium Material 0432,CAT009,SUP400,L,3474.5,United States
MAT0433,Hydrogen Peroxide A Material 0433,CAT007,SUP337,DRUM,3050.5,United Kingdom
MAT0434,Ammonium Hydroxide Premium Material 0434,CAT007,SUP312,L,1404.3,United Kingdom
MAT0435,Calcium Carbonate Premium Material 0435,CAT003,SUP071,BOX,3032.5,Switzerland
MAT0436,Calcium Carbonate Industrial Material 0436,CAT009,SUP324,L,1044.4,Belgium
MAT0437,Calcium Carbonate Industrial Material 0437,CAT003,SUP364,L,2544.27,United Kingdom
MAT0438,Methanol Industrial Material 0438,CAT009,SUP246,DRUM,2874.66,France
MAT0439,Sodium Carbonate Industrial Material 0439,CAT007,SUP414,KG,2637.51,India
MAT0440,Xylene B Material 0440,CAT001,SUP344,KG,1039.52,United States
MAT0441,Calcium Carbonate Industrial Material 0441,CAT003,SUP430,KG,3468.44,Japan
MAT0442,Sulfuric Acid A Material 0442,CAT006,SUP417,BOX,557.28,Switzerland
MAT0443,Hydrochloric Acid Premium Material 0443,CAT004,SUP262,TON,3480.03,India
MAT0444,Xylene Premium Material 0444,CAT007,SUP490,TON,4830.87,India
MAT0445,Sodium Hydroxide Industrial Material 0445,CAT004,SUP318,BOX,4158.42,United Kingdom
MAT0446,Acetic Acid B Material 0446,CAT004,SUP151,BOX,928.26,Germany
MAT0447,Citric Acid B Material 0447,CAT009,SUP062,BOX,251.14,Japan
MAT0448,Sodium Carbonate Industrial Material 0448,CAT003,SUP083,DRUM,4237.77,India
MAT0449,Isopropyl Alcohol Premium Material 0449,CAT003,SUP021,L,4646.71,Belgium
MAT0450,Ethanol Industrial Material 0450,CAT008,SUP405,DRUM,2773.29,Germany
MAT0451,Isopropyl Alcohol B Material 0451,CAT003,SUP267,KG,3941.98,United States
MAT0452,Ethylene Glycol Premium Material 0452,CAT002,SUP179,L,4422.81,United Kingdom
MAT0453,Isopropyl Alcohol Industrial Material 0453,CAT005,SUP112,DRUM,2675.97,Switzerland
MAT0454,Sodium Hydroxide A Material 0454,CAT006,SUP229,L,4527.26,Belgium
MAT0455,Formaldehyde B Material 0455,CAT001,SUP350,TON,1937.79,Germany
MAT0456,Xylene Industrial Material 0456,CAT009,SUP371,TON,172.29,Switzerland
MAT0457,Toluene Premium Material 0457,CAT008,SUP023,TON,4496.49,Singapore
MAT0458,Isopropyl Alcohol A Material 0458,CAT002,SUP086,DRUM,2689.37,Germany
MAT0459,Sulfuric Acid B Material 0459,CAT007,SUP428,kg,1067.62,France
MAT0460,Acetone B Material 0460,CAT001,SUP236,TON,237.54,Germany
MAT0461,Ethanol B Material 0461,CAT005,SUP286,KG,2896.06,Singapore
MAT0462,Sodium Chloride Premium Material 0462,CAT007,SUP231,BOX,2193.47,India
MAT0463,Xylene A Material 0463,CAT009,SUP004,DRUM,363.03,Belgium
MAT0464,Ethanol A Material 0464,CAT006,SUP476,DRUM,575.37,Japan
MAT0465,Formaldehyde A Material 0465,CAT005,SUP392,BOX,1938.0,India
MAT0466,Glycerol B Material 0466,CAT009,SUP113,L,-438.0,Switzerland
MAT0467,Calcium Carbonate B Material 0467,CAT005,SUP347,TON,4789.09,India
MAT0468,Sodium Carbonate B Material 0468,CAT002,SUP022,KG,2884.96,France
MAT0469,Sodium Carbonate A Material 0469,CAT005,SUP108,TON,1098.1,Switzerland
MAT0470,Hydrogen Peroxide B Material 0470,CAT003,SUP114,DRUM,4182.0,Singapore
MAT0471,Methanol B Material 0471,,SUP437,KG,4264.37,Switzerland
MAT0472,Propylene Glycol A Material 0472,CAT005,SUP344,KG,1290.9,Singapore
MAT0473,Acetic Acid Premium Material 0473,CAT006,SUP183,L,3372.91,Singapore
MAT0474,Methanol Industrial Material 0474,CAT010,SUP036,L,,Netherlands
MAT0475,Isopropyl Alcohol Industrial Material 0475,CAT010,SUP079,DRUM,2855.97,United Kingdom
MAT0476,Ethylene Glycol B Material 0476,CAT001,SUP161,L,3939.02,France
MAT0477,Sodium Chloride Industrial Material 0477,CAT003,SUP348,TON,4395.53,Netherlands
MAT0478,Propylene Glycol Industrial Material 0478,CAT005,SUP250,DRUM,588.72,Belgium
MAT0479,Acetone Industrial Material 0479,CAT003,SUP457,DRUM,1022.34,Germany
MAT0480,Acetone A Material 0480,CAT009,SUP324,KG,4072.58,Belgium
MAT0481,Xylene B Material 0481,CAT001,SUP283,TON,2740.17,Switzerland
MAT0482,Glycerol B Material 0482,CAT006,SUP201,L,4462.62,Belgium
MAT0483,Calcium Carbonate B Material 0483,CAT008,SUP257,drum,498.24,United Kingdom
MAT0484,Ammonium Hydroxide A Material 0484,CAT004,SUP435,DRUM,3436.6,Switzerland
MAT0485,Hydrogen Peroxide Premium Material 0485,CAT003,SUP092,DRUM,4746.12,United States
MAT0486,Glycerol Industrial Material 0486,CAT001,SUP113,BOX,1197.16,Japan
MAT0487,Toluene B Material 0487,CAT001,SUP343,L,2613.53,United Kingdom
MAT0488,Xylene Premium Material 0488,CAT008,SUP452,KG,247.53,United Kingdom
MAT0489,Methanol Industrial Material 0489,CAT005,SUP297,DRUM,2872.29,France
MAT0490,Xylene Industrial Material 0490,CAT010,SUP335,KG,2607.48,France
MAT0491,Hydrochloric Acid Premium Material 0491 ,CAT006,SUP419,TON,2459.96,Netherlands
MAT0492,Formaldehyde A Material 0492,CAT009,SUP452,L,2227.5,Singapore
MAT0493,Acetone Industrial Material 0493,CAT004,SUP077,L,828.92,Belgium
MAT0494,Methanol B Material 0494,,SUP416,TON,3615.27,Netherlands
MAT0495,Glycerol Premium Material 0495,CAT004,SUP303,L,3253.93,France
MAT0496,Sodium Hydroxide B Material 0496,CAT001,SUP066,DRUM,2982.12,United States
MAT0497,Ammonium Hydroxide A Material 0497,CAT010,SUP076,KG,873.39,United States
MAT0498,Ammonium Hydroxide Premium Material 0498,CAT010,SUP497,DRUM,3206.23,Japan
MAT0499,Acetone B Material 0499,CAT008,SUP311,BOX,4343.15,United States
MAT0500,Hydrochloric Acid Premium Material 0500,CAT010,SUP074,DRUM,4111.24,United States
MAT0501,Formaldehyde Industrial Material 0501,CAT003,SUP371,TON,4615.64,Belgium
MAT0502,Acetic Acid A Material 0502,CAT004,SUP194,BOX,704.46,India
MAT0503,Sulfuric Acid Premium Material 0503,CAT003,SUP311,KG,928.24,Belgium
MAT0504,Formaldehyde A Material 0504,CAT009,SUP258,KG,511.29,United States
MAT0505,Formaldehyde A Material 0505,CAT007,SUP268,BOX,1883.37,India
MAT0506,Ammonium Hydroxide Premium Material 0506,CAT004,SUP481,BOX,3958.3,France
MAT0507,Toluene A Material 0507,CAT007,SUP069,TON,2411.85,Singapore
MAT0508,Acetone Industrial Material 0508,CAT010,SUP449,DRUM,2072.8,Singapore
MAT0509,Sodium Hydroxide A Material 0509,CAT010,SUP268,KG,2622.82,France
MAT0510,Sulfuric Acid Industrial Material 0510,CAT007,SUP186,KG,816.15,Belgium
MAT0511,sodium chloride industrial material 0511,CAT009,SUP217,DRUM,1859.94,Japan
MAT0512,Xylene B Material 0512,CAT007,SUP283,drum,2438.22,United Kingdom
MAT0513,Sodium Carbonate Premium Material 0513,CAT005,SUP158,DRUM,1754.56,France
MAT0514,Hydrogen Peroxide A Material 0514,CAT004,SUP229,L,546.38,Switzerland
MAT0515,Xylene Industrial Material 0515,CAT009,SUP315,KG,845.65,India
MAT0516,Acetone B Material 0516,CAT008,SUP475,DRUM,2205.12,Germany
MAT0517,Sodium Chloride B Material 0517,CAT006,SUP041,DRUM,236.89,France
MAT0518,Xylene Industrial Material 0518,CAT010,SUP030,L,3219.44,Netherlands
MAT0519,Sodium Hydroxide B Material 0519,CAT009,SUP147,L,216.37,Belgium
MAT0520,Ammonium Hydroxide B Material 0520,CAT010,SUP087,KG,1830.71,India
MAT0521,Citric Acid A Material 0521,CAT005,SUP400,BOX,1797.98,France
MAT0522,Xylene B Material 0522,CAT009,SUP008,KG,4599.93,Switzerland
MAT0523,Calcium Carbonate Industrial Material 0523,CAT006,SUP494,TON,1170.16,Singapore
MAT0524,Propylene Glycol Premium Material 0524,CAT010,SUP003,TON,916.42,Switzerland
MAT0525,Methanol A Material 0525,CAT009,SUP151,TON,4737.73,Switzerland
MAT0526,Sodium Chloride Industrial Material 0526,CAT008,SUP495,BOX,2837.68,Singapore
MAT0527,Isopropyl Alcohol Premium Material 0527,CAT008,SUP460,DRUM,4317.02,Netherlands
MAT0528,Methanol Industrial Material 0528,CAT002,SUP196,L,3400.72,Singapore
MAT0529,Isopropyl Alcohol Premium Material 0529,CAT006,SUP265,DRUM,98.13,Japan
MAT0530,Hydrochloric Acid Industrial Material 0530,CAT002,SUP205,TON,426.34,United States
MAT0531,Glycerol Industrial Material 0531,CAT006,SUP112,DRUM,1381.93,Singapore
MAT0532,Glycerol B Material 0532,CAT004,SUP377,L,4370.08,Singapore
MAT0533,Hydrochloric Acid B Material 0533,CAT004,SUP429,DRUM,1812.34,Germany
MAT0534,Methanol A Material 0534,CAT008,SUP315,KG,3833.01,Switzerland
MAT0535,Ethanol Premium Material 0535,CAT006,SUP318,TON,2487.08,Belgium
MAT0536,Sodium Chloride Premium Material 0536,CAT003,SUP392,DRUM,1437.32,Singapore
MAT0537,Acetic Acid B Material 0537,CAT001,SUP270,BOX,2417.68,Switzerland
MAT0538,Ethanol Industrial Material 0538,CAT007,SUP441,L,2313.12,Germany
MAT0539,Ammonium Hydroxide Premium Material 0539,CAT006,SUP353,Kg,108.51,Singapore
MAT0540,Xylene A Material 0540,CAT006,SUP186,DRUM,4316.12,United States
MAT0541,Sodium Carbonate Industrial Material 0541,CAT004,SUP138,BOX,4794.71,United Kingdom
MAT0542,Toluene B Material 0542,CAT008,SUP218,L,2124.51,United Kingdom
MAT0543,Toluene Premium Material 0543,CAT005,SUP231,L,-135.0,Belgium
MAT0544,Hydrochloric Acid A Material 0544,CAT005,SUP412,L,2798.93,France
MAT0545,Sulfuric Acid B Material 0545,CAT003,SUP243,KG,924.21,Netherlands
MAT0546,Hydrogen Peroxide Industrial Material 0546,CAT008,SUP154,TON,2832.59,Belgium
MAT0547,Ethanol Premium Material 0547,CAT002,SUP354,L,347.18,Japan
MAT0548,Glycerol A Material 0548,CAT008,SUP382,tonne,1335.86,United Kingdom
MAT0549,Sodium Carbonate Industrial Material 0549,CAT006,SUP011,BOX,650.13,Belgium
MAT0550,Sulfuric Acid B Material 0550 ,CAT005,SUP182,TON,3382.3,Netherlands
MAT0551,Propylene Glycol A Material 0551,CAT007,SUP315,TON,2345.57,United States
MAT0552,Citric Acid Industrial Material 0552,CAT007,SUP324,DRUM,2879.61,Germany
MAT0553,Acetone B Material 0553,CAT006,SUP117,TON,1618.55,Japan
MAT0554,Sodium Chloride Premium Material 0554,CAT005,SUP455,BOX,3915.82,United Kingdom
MAT0555,Acetic Acid Premium Material 0555,CAT007,SUP086,L,4278.35,United States
MAT0556,Hydrochloric Acid Industrial Material 0556,CAT002,SUP108,L,-687.0,Germany
MAT0557,Acetone Premium Material 0557,CAT009,SUP028,KG,3866.12,Switzerland
MAT0558,Acetone A Material 0558,CAT005,SUP317,L,467.34,France
MAT0559,Calcium Carbonate B Material 0559,CAT004,SUP378,TON,,United States
MAT0560,Hydrogen Peroxide B Material 0560,CAT001,SUP018,TON,4308.83,United Kingdom
MAT0561,Glycerol Premium Material 0561,CAT009,SUP479,TON,2765.3,United States
MAT0562,Sodium Carbonate B Material 0562,CAT010,SUP306,BOX,3173.69,Belgium
MAT0563,Ethylene Glycol Industrial Material 0563,CAT006,SUP247,DRUM,1174.29,Germany
MAT0564,Propylene Glycol Industrial Material 0564,CAT006,SUP212,TON,820.8,India
MAT0565,Sodium Hydroxide B Material 0565,CAT006,SUP147,BOX,2698.74,Netherlands
MAT0566,Glycerol Industrial Material 0566,CAT001,SUP393,BOX,3999.93,Belgium
MAT0567,Hydrochloric Acid A Material 0567,CAT009,SUP192,L,2088.09,Switzerland
MAT0568,Ethylene Glycol Premium Material 0568,CAT004,SUP084,BOX,4150.71,Singapore
MAT0569,Sodium Chloride A Material 0569,CAT007,SUP321,L,2607.22,Belgium
MAT0570,Sodium Chloride Industrial Material 0570,CAT009,SUP415,TON,2093.87,Germany
MAT0571,Citric Acid B Material 0571,CAT005,SUP057,BOX,3107.76,Japan
MAT0572,Formaldehyde Premium Material 0572 ,CAT004,SUP165,kg,803.14,Switzerland
MAT0573,Sodium Hydroxide B Material 0573,CAT002,SUP145,TON,668.94,Netherlands
MAT0574,Sodium Hydroxide B Material 0574,CAT002,SUP078,KG,2493.22,United Kingdom
MAT0575,Ethylene Glycol Industrial Material 0575,CAT008,SUP191,BOX,3499.83,India
MAT0576,Isopropyl Alcohol A Material 0576,CAT003,SUP029,TON,3889.48,Germany
MAT0577,Sodium Carbonate Premium Material 0577,CAT003,SUP099,TON,4095.39,India
MAT0578,Methanol B Material 0578,CAT007,SUP395,BOX,,India
MAT0579,Sulfuric Acid Premium Material 0579,CAT002,SUP267,L,2390.49,Japan
MAT0580,Isopropyl Alcohol B Material 0580,CAT001,SUP382,DRUM,2628.58,Japan
MAT0581,Glycerol Industrial Material 0581,CAT004,SUP185,KG,4325.11,Singapore
MAT0582,Methanol B Material 0582,CAT007,SUP167,KG,878.43,Japan
MAT0583,Acetic Acid A Material 0583,CAT007,SUP405,L,94.2,India
MAT0584,Acetic Acid Premium Material 0584,CAT010,SUP080,TON,3865.45,Singapore
MAT0585,Citric Acid Premium Material 0585,CAT002,SUP352,DRUM,1725.19,India
MAT0586,Ethanol Industrial Material 0586,CAT003,SUP360,DRUM,3967.76,United States
MAT0587,Glycerol B Material 0587,CAT006,SUP286,TON,4037.35,Netherlands
MAT0588,Sulfuric Acid A Material 0588,CAT007,SUP184,L,1290.95,India
MAT0589,Glycerol Premium Material 0589,CAT009,SUP151,DRUM,3500.34,Singapore
MAT0590,Acetic Acid B Material 0590,CAT009,SUP179,TON,3675.39,Japan
MAT0591,Formaldehyde B Material 0591,CAT002,SUP272,L,2274.45,Japan
MAT0592,Sodium Carbonate Industrial Material 0592,CAT008,SUP001,DRUM,1926.27,United States
MAT0593,Sodium Hydroxide Industrial Material 0593,CAT010,SUP123,TON,3618.97,Switzerland
MAT0594,Xylene B Material 0594,CAT009,SUP350,BOX,3840.38,United States
MAT0595,Formaldehyde Industrial Material 0595,CAT006,SUP210,TON,596.8,Switzerland
MAT0596,Acetone A Material 0596,CAT003,SUP092,KG,1050.29,Netherlands
MAT0597,Sulfuric Acid A Material 0597,CAT001,SUP293,BOX,3306.71,Switzerland
MAT0598,Formaldehyde Industrial Material 0598,CAT001,SUP188,L,3049.47,Germany
MAT0599,Sodium Hydroxide B Material 0599,CAT008,SUP476,KG,2366.89,India
MAT0600,Toluene Premium Material 0600,CAT006,SUP407,KG,4127.03,Japan
MAT0601,Ammonium Hydroxide A Material 0601,CAT002,SUP428,TON,435.78,Singapore
MAT0602,Ammonium Hydroxide A Material 0602,CAT002,SUP372,L,2681.72,Singapore
MAT0603,Sulfuric Acid B Material 0603,CAT010,SUP321,L,2814.2,Switzerland
MAT0604,Ethylene Glycol A Material 0604,CAT010,SUP184,BOX,3527.62,France
MAT0605,Methanol B Material 0605,CAT003,SUP282,BOX,2548.23,United States
MAT0606,Sodium Carbonate Premium Material 0606,CAT006,SUP463,tonne,2772.9,United Kingdom
MAT0607,Toluene Premium Material 0607,CAT007,SUP423,TON,3061.65,Belgium
MAT0608,Sodium Carbonate B Material 0608,CAT007,SUP393,DRUM,,Japan
MAT0609,Toluene Premium Material 0609,CAT008,SUP492,BOX,50.97,India
MAT0610,Calcium Carbonate A Material 0610,CAT009,SUP070,TON,82.52,Singapore
MAT0611,Sulfuric Acid Industrial Material 0611,CAT001,SUP396,TON,4599.6,Switzerland
MAT0612,Sodium Carbonate B Material 0612,CAT002,SUP020,BOX,1810.5,United States
MAT0613,Sodium Chloride Industrial Material 0613,CAT010,SUP128,L,1318.41,Japan
MAT0614,Acetone Premium Material 0614,CAT010,SUP470,L,3684.62,United Kingdom
MAT0615,Glycerol B Material 0615,CAT008,SUP423,DRUM,4106.6,Germany
MAT0616,Formaldehyde Industrial Material 0616,CAT001,SUP375,DRUM,1938.65,India
MAT0617,Isopropyl Alcohol Industrial Material 0617,CAT007,SUP214,KG,4355.44,Singapore
MAT0618,Formaldehyde A Material 0618,CAT007,SUP028,TON,2645.7,United Kingdom
MAT0619,Sodium Carbonate B Material 0619,CAT006,SUP258,L,808.33,France
MAT0620,propylene glycol a material 0620,CAT004,SUP222,TON,3942.52,United States
MAT0621,Hydrogen Peroxide Industrial Material 0621,CAT002,SUP244,DRUM,3739.31,Switzerland
MAT0622,Xylene Industrial Material 0622,CAT002,SUP205,DRUM,2200.73,United States
MAT0623,Hydrogen Peroxide Premium Material 0623,CAT009,SUP102,BOX,2006.83,Belgium
MAT0624,Sulfuric Acid B Material 0624,CAT004,SUP037,TON,3895.02,United Kingdom
MAT0625,Acetic Acid A Material 0625,CAT002,SUP344,BOX,2146.53,United Kingdom
MAT0626,Sulfuric Acid Industrial Material 0626,CAT006,SUP305,KG,3859.92,United States
MAT0627,Toluene Premium Material 0627,CAT010,SUP075,BOX,272.14,Singapore
MAT0628,Sulfuric Acid Industrial Material 0628,CAT003,SUP388,KG,606.24,India
MAT0629,Hydrochloric Acid B Material 0629,CAT005,SUP008,TON,3484.29,Germany
MAT0630,Calcium Carbonate Premium Material 0630,CAT008,SUP012,TON,1084.6,Switzerland
