purchase_id,material_id,supplier_id,purchase_date,quantity,total_amount
PO01230,MAT1286,SUP351,2025-12-30,202.39,709279.8
PO01231,MAT0780,SUP167,2026-06-23,265.14,1294007.82
PO01232,MAT0443,SUP262,2025-11-19,884.65,3078608.54
PO01233,MAT1931,SUP281,2025-05-06,400.77,1344274.76
PO01234,MAT1194,SUP373,2025-08-16,808.64,1070307.82
PO01235,MAT0557,SUP028,2025-04-15,99.16,383364.46
PO01236,MAT1347,SUP080,2026-04-11,530.95,173397.65
PO01237,MAT1102,SUP301,2025-05-07,548.93,183188.92
PO01238,MAT0820,SUP364,2025-07-23,248.69,847443.5
PO01239,MAT0529,SUP265,2025-04-04,634.56,62269.37
PO01240,MAT0779,SUP305,2025-07-22,497.66,568243.12
PO01241,MAT1847,SUP295,2025-05-18,410.94,1310960.24
PO01242,MAT1090,SUP398,2025-11-27,999.45,3115135.73
PO01243,MAT0107,SUP198,2025-02-10,883.56,2013854.13
PO01244,MAT1835,SUP167,2025-02-05,726.13,3420362.75
PO01245,MAT1124,SUP218,2025-03-27,918.95,2644995.41
PO01246,MAT1051,SUP414,2026-06-02,501.7,1532156.68
PO01247,MAT1679,SUP456,2025-12-02,991.51,2816741.1
PO01248,MAT1357,SUP219,2025-04-08,467.1,357849.98
PO01249,MAT1651,SUP174,2026-05-28,859.79,1356000.6
PO01250,MAT0871,SUP047,2026-07-20,723.08,3063697.19
PO01251,MAT0281,SUP262,2026-06-22,892.91,289677.86
PO01252,MAT1507,SUP497,2025-01-11,912.4,2298965.16
PO01253,MAT1045,SUP444,2025-08-02,822.15,404588.24
PO01254,MAT0967,SUP476,2025-01-31,590.23,2474858.0
PO01255,MAT0751,SUP313,2025-12-09,780.85,1333762.08
PO01256,MAT1591,SUP158,2025-04-25,554.24,1840542.36
PO01257,MAT0069,SUP474,2026-06-21,925.08,1267609.37
PO01258,MAT1548,SUP069,2025-09-08,691.51,1939353.63
PO01259,MAT0805,SUP297,2025-12-08,477.55,2132031.53
PO01260,MAT1824,SUP158,2026-05-25,271.25,423597.56
PO01261,MAT0945,SUP223,2025-10-18,824.81,3418771.47
PO01262,MAT0851,SUP287,2025-05-03,960.76,1115807.45
PO01263,MAT1714,SUP042,2026-03-02,917.51,1443720.34
PO01264,MAT1821,SUP004,2025-08-07,397.84,1779208.11
PO01265,MAT1327,SUP095,2025-12-21,142.59,120063.63
PO01266,MAT0607,SUP423,2025-03-01,85.49,261740.46
PO01267,MAT1031,SUP378,2025-03-14,810.43,462650.17
PO01268,MAT0422,SUP255,2026-06-23,642.9,358789.63
PO01269,MAT1616,SUP446,2026-08-12,293.97,1228089.07
PO01270,MAT1724,SUP216,2026-07-07,299.32,510888.36
PO01271,MAT0634,SUP339,2025-08-25,403.03,1342799.23
PO01272,MAT0060,SUP489,2026-05-04,349.52,958806.76
PO01273,MAT1064,SUP001,2025-01-28,590.69,2759030.29
PO01274,MAT1474,SUP393,2026-02-22,202.76,724124.9
PO01275,MAT1175,SUP211,2025-06-11,942.18,3626780.58
PO01276,MAT1220,SUP232,2026-06-02,156.4,539051.37
PO01277,MAT1989,SUP175,2025-09-03,456.78,2107176.39
PO01278,MAT1448,SUP102,2025-12-10,344.32,1656613.04
PO01279,MAT0729,SUP337,2025-03-20,101.3,493951.97
PO01280,MAT1392,SUP482,2025-02-07,698.46,3394389.88
PO01281,MAT0659,SUP151,2025-10-29,138.75,638140.39
PO01282,MAT1027,SUP057,2026-07-03,413.18,1741900.77
PO01283,MAT1915,SUP495,2025-02-13,831.29,1525807.86
PO01284,MAT1202,SUP234,2025-01-22,780.24,1021123.5
PO01285,MAT1679,SUP456,2025-12-12,245.27,696777.73
PO01286,MAT1279,SUP005,2026-02-09,434.38,1555275.87
PO01287,MAT1590,SUP141,2025-02-17,524.15,723484.24
PO01288,MAT0335,SUP305,2025-04-09,125.35,560498.76
PO01289,MAT1453,SUP016,2025-05-12,432.25,406544.09
PO01290,MAT0435,SUP071,2025-01-19,939.46,2848912.45
PO01291,MAT1484,SUP258,2025-07-17,876.08,2246479.38
PO01292,MAT1812,SUP381,2025-02-26,525.05,1932194.5
PO01293,MAT1907,SUP196,2025-07-28,367.71,223769.92
PO01294,MAT0297,SUP140,2026-02-12,885.69,371724.09
PO01295,MAT0808,SUP043,2025-04-01,819.99,3097709.02
PO01296,MAT1140,SUP012,2025-01-28,392.42,1545161.6
PO01297,MAT0401,SUP262,2026-04-12,81.95,51857.14
PO01298,MAT1659,SUP324,2025-08-06,108.95,23663.94
PO01299,MAT0837,SUP497,2025-06-29,769.92,2580071.21
PO01300,MAT0982,SUP300,2025-09-18,898.52,3463614.9
PO01301,MAT1795,SUP050,2025-12-31,61.53,198623.76
PO01302,MAT0415,SUP134,2026-03-17,513.99,57145.41
PO01303,MAT0154,SUP092,2025-07-07,441.88,881833.4
PO01304,MAT1993,SUP281,2025-04-22,490.53,162232.99
PO01305,MAT0897,SUP165,2026-05-12,430.23,81455.45
PO01306,MAT1771,SUP107,2026-07-29,647.71,1216075.53
PO01307,MAT0049,SUP448,2025-05-27,624.97,1746778.65
PO01308,MAT1073,SUP345,2026-06-22,833.08,1497311.35
PO01309,MAT1393,SUP206,2025-10-25,752.17,3228426.47
PO01310,MAT1635,SUP260,2025-02-11,124.67,176623.73
PO01311,MAT1020,SUP499,2025-11-08,897.4,1907477.54
PO01312,MAT0741,SUP014,2025-01-06,795.87,1949531.32
PO01313,MAT0139,SUP004,2026-04-04,782.44,1524733.0
PO01314,MAT0881,SUP007,2025-12-17,305.46,1031498.71
PO01315,MAT0577,SUP099,2026-05-04,864.21,3539276.99
PO01316,MAT0415,SUP134,2026-07-18,739.29,82194.26
PO01317,MAT0733,SUP138,2026-06-26,145.13,672893.79
PO01318,MAT1050,SUP093,2025-02-17,219.84,310207.43
PO01319,MAT0187,SUP194,2026-01-19,618.36,1487916.38
PO01320,MAT0805,SUP297,2025-05-08,62.87,280684.37
PO01321,MAT0760,SUP199,2026-01-15,457.02,2275955.03
PO01322,MAT1834,SUP258,2025-01-19,609.63,2614825.0
PO01323,MAT1164,SUP344,2025-02-18,512.33,1743484.61
PO01324,MAT0680,SUP374,2026-08-02,585.04,1455521.02
PO01325,MAT1520,SUP237,2025-03-08,805.25,3677705.59
PO01326,MAT1334,SUP321,2025-10-20,578.35,2387694.84
PO01327,MAT0896,SUP029,2025-01-17,717.51,971357.86
PO01328,MAT1328,SUP234,2026-04-09,991.98,3524881.89
PO01329,MAT0207,SUP486,2026-08-20,809.25,1371257.94
PO01330,MAT1647,SUP357,2026-02-17,758.66,2684783.94
PO01331,MAT0023,SUP125,2026-08-10,627.54,1860599.62
PO01332,MAT1187,SUP325,2026-03-07,768.96,3609851.96
PO01333,MAT0517,SUP041,2026-08-10,809.99,191878.53
PO01334,MAT0641,SUP374,2025-10-31,831.98,2186069.05
PO01335,MAT1981,SUP022,2026-04-13,98.76,67946.88
PO01336,MAT1594,SUP226,2026-06-19,302.59,401576.27
PO01337,MAT1957,SUP256,2026-07-03,785.7,2120847.87
PO01338,MAT1647,SUP357,2026-08-17,390.26,1381071.6
PO01339,MAT0823,SUP058,2026-08-06,255.72,641046.57
PO01340,MAT0755,SUP129,2025-12-05,569.69,124482.96
PO01341,MAT1023,SUP455,2025-10-29,31.06,120768.42
PO01342,MAT0341,SUP158,2026-05-28,888.47,2115606.99
PO01343,MAT1719,SUP276,2026-08-07,622.6,680364.83
PO01344,MAT0681,SUP100,2025-07-19,953.76,605761.59
PO01345,MAT1674,SUP363,2025-07-14,117.27,304483.35
PO01346,MAT0320,SUP104,2025-08-17,301.49,523615.77
PO01347,MAT1600,SUP191,2025-05-25,778.51,314050.93
PO01348,MAT1455,SUP063,2026-03-17,410.17,667354.79
PO01349,MAT0962,SUP364,2026-07-28,961.02,2356171.17
PO01350,MAT1211,SUP103,2025-02-26,413.74,1556522.98
PO01351,MAT1899,SUP070,2025-01-24,990.12,51238.71
PO01352,MAT1217,SUP419,2026-04-30,163.45,769507.89
PO01353,MAT0802,SUP113,2025-05-01,462.61,1405409.18
PO01354,MAT1319,SUP301,2026-03-04,972.62,977473.37
PO01355,MAT0518,SUP030,2025-02-01,645.52,2078212.91
PO01356,MAT1448,SUP102,2025-06-28,751.78,3617009.04
PO01357,MAT1724,SUP216,2025-11-13,566.04,966134.05
PO01358,MAT0549,SUP011,2025-08-22,524.79,341181.72
PO01359,MAT1757,SUP177,2025-08-14,332.52,1150688.79
PO01360,MAT0333,SUP038,2026-01-06,653.69,986941.16
PO01361,MAT0267,SUP435,2026-06-17,147.14,156992.49
PO01362,MAT0328,SUP170,2026-07-29,759.44,932653.08
PO01363,MAT1851,SUP271,2025-10-19,829.73,3694389.42
PO01364,MAT1677,SUP088,2025-12-19,960.42,2364179.48
PO01365,MAT0524,SUP003,2025-05-01,981.78,899722.83
PO01366,MAT0347,SUP203,2026-08-03,613.91,1556507.41
PO01367,MAT1392,SUP482,2025-12-16,39.64,192643.26
PO01368,MAT1826,SUP393,2025-05-31,412.17,1623855.0
PO01369,MAT0050,SUP043,2026-01-03,549.06,768859.7
PO01370,MAT1960,SUP056,2025-05-31,439.8,1508958.2
PO01371,MAT0054,SUP147,2025-09-30,102.56,358504.63
PO01372,MAT0141,SUP239,2026-07-18,388.61,326665.57
PO01373,MAT0930,SUP328,2026-01-23,351.27,1587961.7
PO01374,MAT0458,SUP086,2025-03-16,924.23,2485596.44
PO01375,MAT1415,SUP417,2025-08-10,24.78,3225.12
PO01376,MAT0723,SUP299,2026-05-09,810.65,2494272.77
PO01377,MAT0582,SUP167,2025-04-11,675.29,593194.99
PO01378,MAT1101,SUP241,2025-05-30,768.83,2334536.92
PO01379,MAT0405,SUP487,2026-06-26,320.56,1252956.84
PO01380,MAT0217,SUP086,2025-12-11,980.67,264065.01
PO01381,MAT1186,SUP227,2025-05-04,259.41,95942.79
PO01382,MAT0065,SUP023,2025-07-16,779.45,3456595.74
PO01383,MAT0600,SUP407,2026-02-13,546.05,2253564.73
PO01384,MAT0119,SUP266,2025-09-04,591.74,1672488.02
PO01385,MAT1763,SUP257,2025-11-15,851.27,2590312.46
PO01386,MAT0358,SUP173,2025-10-06,629.78,1000846.38
PO01387,MAT0888,SUP498,2025-02-11,856.09,1664264.64
PO01388,MAT0785,SUP004,2025-06-18,483.63,453688.47
PO01389,MAT0262,SUP397,2025-08-18,10.97,35387.03
PO01390,MAT1366,SUP340,2026-06-11,439.91,182633.04
PO01391,MAT1772,SUP016,2026-02-05,908.27,2854756.19
PO01392,MAT1992,SUP432,2026-02-03,71.98,217971.28
PO01393,MAT0623,SUP102,2025-02-26,125.62,252097.98
PO01394,MAT1448,SUP102,2026-02-01,508.86,2448257.76
PO01395,MAT1142,SUP486,2025-03-18,90.4,33028.54
PO01396,MAT1569,SUP224,2025-07-17,816.17,1003023.96
PO01397,MAT0312,SUP401,2025-12-09,825.32,2000938.82
PO01398,MAT0428,SUP101,2025-01-27,57.44,37203.31
PO01399,MAT0508,SUP449,2025-03-09,381.44,790648.83
PO01400,MAT1149,SUP222,2025-02-27,615.95,514915.72
PO01401,MAT1894,SUP270,2025-10-13,89.3,349224.62
PO01402,MAT0398,SUP025,2025-03-16,859.26,1815650.75
PO01403,MAT1098,SUP065,2025-11-26,63.78,84101.58
PO01404,MAT1137,SUP437,2026-02-22,775.92,154423.6
PO01405,MAT1142,SUP486,2026-06-19,203.94,74511.52
PO01406,MAT0467,SUP347,2026-08-20,949.93,4549300.26
PO01407,MAT1175,SUP211,2026-02-26,630.71,2427823.54
PO01408,MAT0064,SUP416,2025-02-21,732.68,265486.6
PO01409,MAT0533,SUP429,2025-08-14,641.13,1161945.54
PO01410,MAT0334,SUP176,2025-10-04,26.65,118466.18
PO01411,MAT0242,SUP442,2026-05-23,446.24,992170.02
PO01412,MAT0071,SUP339,2025-10-16,396.83,621892.13
PO01413,MAT0663,SUP362,2025-03-01,717.17,2286811.29
PO01414,MAT1999,SUP326,2026-04-05,886.58,2147021.92
PO01415,MAT0409,SUP458,2026-02-17,765.34,3656557.26
PO01416,MAT0794,SUP474,2026-02-26,674.68,621137.4
PO01417,MAT0427,SUP024,2025-05-21,351.1,873357.74
PO01418,MAT0042,SUP099,2026-07-23,800.68,4003303.92
PO01419,MAT1524,SUP029,2026-05-19,727.74,3025928.37
PO01420,MAT1543,SUP024,2026-05-01,923.6,3941509.18
PO01421,MAT1571,SUP030,2025-02-18,982.16,2181230.04
PO01422,MAT1050,SUP093,2026-08-02,702.29,990973.33
PO01423,MAT1792,SUP367,2025-03-10,771.42,2441451.73
PO01424,MAT1840,SUP046,2025-09-27,32.51,41088.41
PO01425,MAT1855,SUP106,2026-06-21,677.89,643215.93
PO01426,MAT0648,SUP014,2025-09-27,76.49,237416.55
PO01427,MAT1592,SUP009,2025-07-19,206.45,19387.72
PO01428,MAT1798,SUP114,2026-04-10,239.79,680888.5
PO01429,MAT1132,SUP468,2025-05-16,954.65,88056.92
PO01430,MAT0820,SUP364,2025-11-18,364.3,1241399.61
PO01431,MAT0126,SUP383,2025-06-25,210.59,233592.75
PO01432,MAT0811,SUP396,2026-02-15,117.63,514900.62
PO01433,MAT1953,SUP174,2026-07-12,927.9,3499565.57
PO01434,MAT0036,SUP199,2026-04-21,20.53,79730.31
PO01435,MAT1159,SUP023,2025-06-18,681.25,124157.81
PO01436,MAT0695,SUP175,2025-03-22,606.9,2230709.5
PO01437,MAT1280,SUP377,2025-01-01,386.03,120317.83
PO01438,MAT1967,SUP484,2025-08-13,752.83,1544039.27
PO01439,MAT0611,SUP396,2025-09-01,826.92,3803501.23
PO01440,MAT0969,SUP497,2025-11-22,141.03,465125.4
PO01441,MAT0785,SUP004,2026-05-23,550.65,516559.26
PO01442,MAT1835,SUP167,2025-12-20,382.22,1800409.09
PO01443,MAT1678,SUP152,2025-07-14,226.07,498624.51
PO01444,MAT0577,SUP099,2025-03-18,892.49,3655094.62
PO01445,MAT0162,SUP141,2026-07-13,303.76,852274.62
PO01446,MAT0699,SUP456,2025-09-28,596.63,334327.59
PO01447,MAT1484,SUP258,2025-06-22,865.91,2220401.06
PO01448,MAT1508,SUP495,2025-11-27,57.31,179826.74
PO01449,MAT0110,SUP071,2026-02-10,301.08,1213241.0
PO01450,MAT0456,SUP371,2025-02-14,973.35,167698.47
PO01451,MAT1806,SUP106,2025-04-07,436.85,346395.84
PO01452,MAT1526,SUP265,2025-10-19,994.98,2817922.66
PO01453,MAT0013,SUP080,2025-08-31,457.22,1730330.8
PO01454,MAT1536,SUP298,2025-09-14,833.68,182334.15
PO01455,MAT0191,SUP476,2026-02-12,475.69,60655.23
PO01456,MAT0944,SUP046,2025-04-21,928.41,828243.85
PO01457,MAT0889,SUP320,2026-04-20,743.51,2834892.1
PO01458,MAT0426,SUP389,2026-05-27,670.6,40819.42
PO01459,MAT0651,SUP243,2025-06-24,916.02,788455.05
PO01460,MAT0122,SUP483,2025-03-18,23.87,92312.69
PO01461,MAT0747,SUP329,2025-06-15,642.67,2435494.37
PO01462,MAT1224,SUP100,2026-05-19,895.32,3899834.86
PO01463,MAT0283,SUP440,2026-07-04,829.05,1045042.4
PO01464,MAT0416,SUP266,2025-04-15,631.98,2184628.46
PO01465,MAT1475,SUP356,2025-09-25,524.23,221204.09
PO01466,MAT1547,SUP324,2026-03-06,179.9,831422.24
PO01467,MAT0341,SUP158,2026-07-14,346.74,825650.35
PO01468,MAT0592,SUP001,2026-05-19,786.55,1515107.67
PO01469,MAT1115,SUP061,2026-03-25,241.53,1067437.0
PO01470,MAT1683,SUP360,2026-03-13,867.92,899486.25
PO01471,MAT0044,SUP068,2025-08-26,875.99,1677310.61
PO01472,MAT1468,SUP098,2026-07-07,250.6,1024936.46
PO01473,MAT0352,SUP403,2025-04-28,849.6,2513541.6
PO01474,MAT0654,SUP219,2025-07-01,548.08,2133269.86
PO01475,MAT1485,SUP051,2025-11-23,414.34,1351030.15
PO01476,MAT0593,SUP123,2025-12-13,236.62,856320.68
PO01477,MAT0102,SUP240,2026-04-06,960.17,4226111.44
PO01478,MAT0486,SUP113,2025-01-24,497.9,596065.96
PO01479,MAT0673,SUP056,2026-07-12,721.99,3587561.09
PO01480,MAT1653,SUP310,2026-03-15,408.75,60740.25
PO01481,MAT0945,SUP223,2025-05-02,459.04,1902684.08
PO01482,MAT0840,SUP168,2025-03-04,408.63,1250550.82
PO01483,MAT1965,SUP047,2026-05-24,243.59,1111681.43
PO01484,MAT0247,SUP142,2026-02-19,523.09,1842354.37
PO01485,MAT1635,SUP260,2025-05-31,861.5,1220512.9
PO01486,MAT1664,SUP150,2025-01-16,371.44,189679.55
PO01487,MAT0132,SUP214,2025-01-03,382.36,1786737.69
PO01488,MAT1620,SUP467,2025-05-28,93.51,296671.7
PO01489,MAT0583,SUP405,2025-06-25,188.64,17769.89
PO01490,MAT0458,SUP086,2025-12-24,334.61,899890.1
PO01491,MAT1704,SUP015,2025-06-13,95.33,426755.23
PO01492,MAT0571,SUP057,2026-02-07,681.96,2119368.01
PO01493,MAT1452,SUP491,2026-01-10,24.68,32149.9
PO01494,MAT0241,SUP053,2025-12-10,543.68,828383.47
PO01495,MAT1283,SUP209,2026-04-04,937.69,3970151.33
PO01496,MAT0928,SUP451,2025-09-29,410.89,758848.09
PO01497,MAT0854,SUP382,2025-06-03,735.16,2151284.0
PO01498,MAT1832,SUP339,2026-06-20,654.79,988235.26
PO01499,MAT1588,SUP382,2025-06-28,82.03,57648.22
PO01500,MAT1459,SUP102,2026-08-08,147.36,43592.04
PO01501,MAT1985,SUP066,2026-08-05,403.95,2010867.14
PO01502,MAT1935,SUP435,2026-04-13,757.41,2215749.94
PO01503,MAT1196,SUP101,2025-02-10,561.95,2576456.46
PO01504,MAT1885,SUP166,2026-07-02,774.85,2232985.98
PO01505,MAT1635,SUP260,2025-10-02,242.87,344081.22
PO01506,MAT1387,SUP457,2026-07-09,295.92,365046.91
PO01507,MAT0557,SUP028,2026-07-14,869.4,3361204.73
PO01508,MAT1278,SUP283,2025-06-12,135.61,598853.76
PO01509,MAT0111,SUP458,2025-02-08,852.36,632382.93
PO01510,MAT0091,SUP315,2025-02-04,951.89,487815.07
PO01511,MAT1851,SUP271,2025-08-24,665.69,2963998.04
PO01512,MAT1625,SUP166,2026-07-10,438.82,713942.59
PO01513,MAT0236,SUP351,2025-09-14,512.29,1079584.58
PO01514,MAT0552,SUP324,2025-10-26,651.89,1877188.96
PO01515,MAT1394,SUP433,2025-11-02,883.67,4208584.42
PO01516,MAT1171,SUP288,2025-12-12,847.67,2663489.34
PO01517,MAT1236,SUP409,2026-06-09,558.01,1463531.89
PO01518,MAT0323,SUP500,2025-03-09,650.8,2391781.11
PO01519,MAT0836,SUP497,2025-10-18,353.31,1723880.75
PO01520,MAT1540,SUP367,2026-07-13,512.46,731680.14
PO01521,MAT0472,SUP344,2025-02-06,698.33,901474.2
PO01522,MAT0567,SUP192,2026-03-28,100.75,210375.07
PO01523,MAT1908,SUP389,2025-07-03,242.93,282270.08
PO01524,MAT0327,SUP163,2026-07-12,407.64,466107.81
PO01525,MAT0259,SUP116,2026-02-04,482.83,1649303.83
PO01526,MAT1460,SUP216,2026-07-07,771.42,512423.45
PO01527,MAT1718,SUP396,2025-07-11,35.96,81840.64
PO01528,MAT1357,SUP219,2026-04-08,282.15,216157.94
PO01529,MAT1210,SUP250,2025-03-21,963.89,2446294.99
PO01530,MAT0354,SUP445,2025-03-07,722.21,3182541.14
PO01531,MAT0076,SUP486,2026-04-18,499.95,945640.43
PO01532,MAT1066,SUP379,2026-06-29,497.55,1411673.74
PO01533,MAT0053,SUP015,2026-07-09,158.42,737855.41
PO01534,MAT0859,SUP166,2026-08-12,916.17,3795481.59
PO01535,MAT1423,SUP101,2026-06-02,502.25,2388314.27
PO01536,MAT1606,SUP258,2025-06-07,838.67,2658676.15
PO01537,MAT0108,SUP500,2025-05-13,326.92,653781.15
PO01538,MAT1024,SUP172,2026-08-14,204.19,743096.42
PO01539,MAT1193,SUP219,2025-02-09,792.62,3016989.14
PO01540,MAT1243,SUP201,2026-06-29,325.07,695997.62
PO01541,MAT0374,SUP351,2026-06-21,10.65,25928.6
PO01542,MAT1870,SUP215,2025-07-10,685.52,626880.62
PO01543,MAT0080,SUP103,2025-09-01,374.99,270690.28
PO01544,MAT0728,SUP148,2025-10-03,884.19,631904.07
PO01545,MAT0795,SUP459,2026-01-05,758.01,2744716.31
PO01546,MAT1336,SUP446,2026-02-04,387.13,1075001.94
PO01547,MAT1649,SUP396,2025-12-06,688.76,926347.76
PO01548,MAT1799,SUP325,2026-08-06,47.93,115159.49
PO01549,MAT0435,SUP071,2025-05-08,176.24,534447.8
PO01550,MAT1670,SUP073,2026-07-09,184.15,571163.32
PO01551,MAT0451,SUP267,2025-12-17,853.96,3366293.24
PO01552,MAT1263,SUP485,2025-10-02,258.69,1171314.69
PO01553,MAT1262,SUP495,2026-06-21,399.24,359092.43
PO01554,MAT0187,SUP194,2026-02-08,204.15,491231.85
PO01555,MAT1711,SUP239,2025-12-28,828.2,3469097.9
PO01556,MAT1201,SUP018,2025-10-29,193.83,615065.23
PO01557,MAT1198,SUP329,2025-09-10,637.61,256708.16
PO01558,MAT1616,SUP446,2025-05-17,686.69,2868716.14
PO01559,MAT1515,SUP289,2026-08-13,848.28,2893203.15
PO01560,MAT1124,SUP218,2026-02-05,832.01,2394757.74
PO01561,MAT0539,SUP353,2025-08-16,867.63,94146.53
PO01562,MAT0535,SUP318,2025-07-19,550.72,1369684.7
PO01563,MAT1639,SUP417,2026-08-10,935.19,3442555.96
PO01564,MAT1908,SUP389,2025-12-15,410.85,477383.05
PO01565,MAT0789,SUP003,2025-09-24,88.81,108029.37
PO01566,MAT1678,SUP152,2025-12-02,194.74,429522.44
PO01567,MAT1897,SUP483,2025-12-12,725.2,1558367.78
PO01568,MAT1779,SUP474,2026-05-10,186.12,377873.85
PO01569,MAT0835,SUP208,2025-12-18,395.19,1523125.49
PO01570,MAT1110,SUP500,2026-08-13,180.14,186563.79
PO01571,MAT0960,SUP028,2025-08-15,869.65,831863.71
PO01572,MAT0780,SUP167,2025-08-16,349.89,1707627.65
PO01573,MAT1777,SUP143,2026-01-14,111.2,429673.46
PO01574,MAT1849,SUP333,2026-06-01,115.15,434338.89
PO01575,MAT0695,SUP175,2026-02-05,375.54,1380327.31
PO01576,MAT1197,SUP208,2025-01-27,952.11,4479115.81
PO01577,MAT1455,SUP063,2026-05-17,523.75,852151.72
PO01578,MAT1821,SUP004,2026-01-31,950.08,4248919.27
PO01579,MAT0533,SUP429,2026-07-27,331.13,600120.14
PO01580,MAT0654,SUP219,2025-11-25,758.43,2952006.75
PO01581,MAT0362,SUP364,2025-10-22,826.61,1691872.28
PO01582,MAT1556,SUP115,2025-08-18,17.53,80905.33
PO01583,MAT0516,SUP475,2025-11-10,631.85,1393305.07
PO01584,MAT1389,SUP445,2025-05-03,878.97,2214670.39
PO01585,MAT1739,SUP454,2026-06-09,826.09,769825.01
PO01586,MAT0587,SUP286,2025-03-18,927.06,3742865.69
PO01587,MAT0708,SUP291,2025-04-26,914.74,466462.52
PO01588,MAT1304,SUP500,2026-05-11,173.17,640779.22
PO01589,MAT1738,SUP202,2025-07-23,526.33,213005.75
PO01590,MAT0707,SUP183,2025-12-08,586.16,993564.65
PO01591,MAT1209,SUP376,2025-10-03,795.52,711704.01
PO01592,MAT0276,SUP045,2025-03-30,840.18,524381.54
PO01593,MAT0511,SUP217,2025-08-04,400.59,745073.36
PO01594,MAT1369,SUP211,2025-04-01,331.99,746203.96
PO01595,MAT1050,SUP093,2026-04-10,116.45,164317.94
PO01596,MAT1700,SUP301,2025-12-02,210.27,352378.88
PO01597,MAT1376,SUP412,2025-08-10,731.64,2378488.48
PO01598,MAT0736,SUP456,2026-01-10,623.19,303998.31
PO01599,MAT0412,SUP483,2025-08-08,819.36,461611.04
PO01600,MAT0755,SUP129,2026-05-03,730.56,159634.67
PO01601,MAT0502,SUP194,2026-06-22,106.4,74954.54
PO01602,MAT1178,SUP312,2026-03-13,452.85,1028925.01
PO01603,MAT1518,SUP401,2025-11-21,55.33,29070.94
PO01604,MAT0068,SUP459,2025-09-30,953.2,1647348.84
PO01605,MAT0182,SUP004,2025-06-03,700.15,1946865.1
PO01606,MAT1952,SUP047,2025-04-22,290.64,389312.28
PO01607,MAT0364,SUP471,2025-03-31,44.84,158641.23
PO01608,MAT0696,SUP394,2025-12-29,185.55,764389.92
PO01609,MAT1196,SUP101,2026-01-28,619.56,2840589.67
PO01610,MAT1862,SUP482,2025-05-05,699.12,2598055.76
PO01611,MAT0651,SUP243,2026-06-21,478.16,411571.44
PO01612,MAT0197,SUP152,2025-03-03,609.02,2180224.61
PO01613,MAT0234,SUP148,2025-05-15,760.19,742051.87
PO01614,MAT0427,SUP024,2025-01-07,278.97,693935.09
PO01615,MAT1883,SUP192,2025-05-13,-39.0,708050.33
PO01616,MAT1412,SUP135,2026-06-11,531.52,1926930.09
PO01617,MAT0843,SUP076,2025-12-23,408.17,767224.9
PO01618,MAT1141,SUP323,2025-05-21,935.82,4279570.37
PO01619,MAT0713,SUP419,2026-07-25,811.01,1348758.29
PO01620,MAT0007,SUP115,2026-03-15,421.92,752308.68
PO01621,MAT1559,SUP358,2025-11-29,865.39,2539677.34
PO01622,MAT0077,SUP188,2026-08-21,511.38,821383.67
PO01623,MAT0416,SUP266,2026-04-06,543.53,1878874.5
PO01624,MAT1503,SUP100,2025-10-14,305.66,981697.39
PO01625,MAT1020,SUP499,2025-06-21,146.84,312117.23
PO01626,MAT0897,SUP165,2025-12-12,515.11,97525.78
PO01627,MAT0875,SUP358,2025-10-14,545.94,527580.04
PO01628,MAT0838,SUP375,2025-12-14,735.56,3314330.38
PO01629,MAT0287,SUP450,2026-03-09,964.89,4184592.85
PO01630,MAT1503,SUP100,2025-11-21,789.73,2536399.53
PO01631,MAT0304,SUP426,2025-10-22,186.0,129649.44
PO01632,MAT0335,SUP305,2025-05-12,311.5,1392862.9
PO01633,MAT1572,SUP309,2025-05-02,967.96,4830643.1
PO01634,MAT0368,SUP026,2026-03-15,985.53,4214540.2
PO01635,MAT0546,SUP154,2025-01-27,144.76,410045.73
PO01636,MAT0133,SUP480,2025-01-07,883.67,3879205.26
PO01637,MAT1317,SUP381,2025-02-13,164.38,438544.47
PO01638,MAT1556,SUP115,2025-11-11,378.78,1748164.39
PO01639,MAT0664,SUP314,2025-08-24,590.47,1136335.9
PO01640,MAT0418,SUP330,2025-08-26,82.02,209360.97
PO01641,MAT0722,SUP349,2025-08-31,139.82,214440.54
PO01642,MAT1466,SUP481,2025-04-29,801.32,447601.33
PO01643,MAT1751,SUP025,2025-11-21,78.55,113463.9
PO01644,MAT1172,SUP119,2025-01-06,330.74,189887.76
PO01645,MAT0830,SUP234,2026-05-08,43.45,135225.96
PO01646,MAT0178,SUP376,2025-07-28,637.08,565644.22
PO01647,MAT1974,SUP365,2026-03-12,559.99,230251.09
PO01648,MAT1944,SUP361,2025-07-06,685.17,3379066.59
PO01649,MAT0211,SUP419,2025-10-18,310.23,576044.37
PO01650,MAT0561,SUP479,2026-06-17,529.54,1464336.96
PO01651,MAT1893,SUP420,2026-01-28,391.97,397712.36
PO01652,MAT0122,SUP483,2026-05-18,152.63,590267.53
PO01653,MAT1727,SUP308,2025-08-16,428.84,1045794.95
PO01654,MAT0351,SUP204,2026-03-28,722.17,1201929.2
PO01655,MAT0746,SUP122,2025-10-27,646.71,2356417.23
PO01656,MAT0395,SUP486,2025-06-03,749.43,108420.04
PO01657,MAT1635,SUP260,2025-05-13,372.63,527916.1
PO01658,MAT1207,SUP384,2026-06-12,984.94,4583497.09
