supplier_id,supplier_name,country,email,phone
SUP315,Metro Chemical Industries 315,Germany,,9275930923.0
SUP316,Zenith Chemical Industries 316,Singapore,zenithchemical.industries.316@example.com,7136646449.0
SUP317,Global Industrial Materials 317,United States,globalindustrial.materials.317@example.com,7030213097.0
SUP318,Nova Specialty Chemicals 318,Switzerland,novaspecialty.chemicals.318@example.com,6322401182.0
SUP319,Nova Specialty Chemicals 319 ,India,novaspecialty.chemicals.319@example.com,7754569613.0
SUP320,GreenCore Chemicals 320,Belgium,greencorechemicals.320@example.com,8018258729.0
SUP321,Prime Industrial Supplies 321,India,primeindustrial.supplies.321@example.com,6994182853.0
SUP322,Prime Industrial Supplies 322,Japan,primeindustrial.supplies.322@example.com,9019308557.0
SUP323,GreenCore Chemicals 323,Germany,greencorechemicals.323@example.com,8952295757.0
SUP324,Zenith Chemical Industries 324,Japan,zenithchemical.industries.324@example.com,9383695608.0
SUP325,Metro Chemical Industries 325,Singapore,metrochemical.industries.325@example.com,7825957977.0
SUP326,Global Industrial Materials 326,Switzerland,globalindustrial.materials.326@example.com,6965549222.0
SUP327,Nova Specialty Chemicals 327,Japan,novaspecialty.chemicals.327@example.com,9550353803.0
SUP328,Nova Specialty Chemicals 328,Germany,novaspecialty.chemicals.328@example.com,6256143439.0
SUP329,Nova Specialty Chemicals 329,Japan,novaspecialty.chemicals.329@example.com,8555694670.0
SUP330,Metro Chemical Industries 330,Japan,metrochemical.industries.330@example.com,7886149718.0
SUP331,Global Industrial Materials 331,Netherlands,globalindustrial.materials.331@example.com,8957849462.0
SUP332,Prime Industrial Supplies 332,France,invalid-email,7169288485.0
SUP333,Pioneer Specialty Materials 333,Switzerland,pioneerspecialty.materials.333@example.com,8120834317.0
SUP334,GreenCore Chemicals 334,Germany,greencorechemicals.334@example.com,8568547910.0
SUP335,Apex Chemical Solutions 335,France,apexchemical.solutions.335@example.com,9154799197.0
SUP336,Universal Chemical Products 336,Belgium,,7075321966.0
SUP337,APEX CHEMICAL SOLUTIONS 337,Germany,apexchemical.solutions.337@example.com,6983222878.0
SUP338,Metro Chemical Industries 338,Belgium,metrochemical.industries.338@example.com,6089101055.0
SUP339,Prime Industrial Supplies 339,Belgium,primeindustrial.supplies.339@example.com,6172793727.0
SUP340,Nova Specialty Chemicals 340,Netherlands,novaspecialty.chemicals.340@example.com,8228932714.0
SUP341,GreenCore Chemicals 341,Japan,greencorechemicals.341@example.com,6779489931.0
SUP342,Metro Chemical Industries 342,France,metrochemical.industries.342@example.com,8726379588.0
SUP343,GreenCore Chemicals 343,Germany,greencorechemicals.343@example.com,8018679284.0
SUP344,Universal Chemical Products 344,France,universalchemical.products.344@example.com,7431548670.0
SUP345,Universal Chemical Products 345,Germany,universalchemical.products.345@example.com,9683935600.0
SUP346,Nova Specialty Chemicals 346,United Kingdom,novaspecialty.chemicals.346@example.com,7768002206.0
SUP347,GreenCore Chemicals 347,Japan,greencorechemicals.347@example.com,8845774616.0
SUP348,Vertex Materials 348,Switzerland,vertexmaterials.348@example.com,6157612991.0
SUP349,GreenCore Chemicals 349,Germany,greencorechemicals.349@example.com,7350840898.0
SUP350,Prime Industrial Supplies 350,United Kingdom,primeindustrial.supplies.350@example.com,6497879474.0
SUP351,Vertex Materials 351,Switzerland,vertexmaterials.351@example.com,9543035341.0
SUP352,Apex Chemical Solutions 352,Switzerland,apexchemical.solutions.352@example.com,7984173309.0
SUP353,Vertex Materials 353,India,vertexmaterials.353@example.com,6805660882.0
SUP354,Pioneer Specialty Materials 354,United Kingdom,pioneerspecialty.materials.354@example.com,8674192109.0
SUP355,GreenCore Chemicals 355,Netherlands,greencorechemicals.355@example.com,9264134512.0
SUP356,Apex Chemical Solutions 356,Singapore,apexchemical.solutions.356@example.com,7146997816.0
SUP357,Pioneer Specialty Materials 357,United States,pioneerspecialty.materials.357@example.com,9984324182.0
SUP358,Prime Industrial Supplies 358,Netherlands,primeindustrial.supplies.358@example.com,9783207393.0
SUP359,greencore chemicals 359,Germany,greencorechemicals.359@example.com,
SUP360,Metro Chemical Industries 360,Singapore,metrochemical.industries.360@example.com,9048494026.0
SUP361,Nova Specialty Chemicals 361,Japan,novaspecialty.chemicals.361@example.com,8365835550.0
SUP362,Apex Chemical Solutions 362,Switzerland,apexchemical.solutions.362@example.com,7752306681.0
SUP363,Global Industrial Materials 363,singapore,globalindustrial.materials.363@example.com,9613809882.0
SUP364,Global Industrial Materials 364,Netherlands,globalindustrial.materials.364@example.com,6504513251.0
SUP365,Nova Specialty Chemicals 365,Netherlands,novaspecialty.chemicals.365@example.com,9077787850.0
SUP366,Prime Industrial Supplies 366,Switzerland,primeindustrial.supplies.366@example.com,9029719886.0
SUP367,Prime Industrial Supplies 367,France,primeindustrial.supplies.367@example.com,9585112032.0
SUP368,GreenCore Chemicals 368,Netherlands,greencorechemicals.368@example.com,7046816259.0
SUP369,GreenCore Chemicals 369,Switzerland,greencorechemicals.369@example.com,6621232513.0
SUP370,Vertex Materials 370,Singapore,vertexmaterials.370@example.com,9959393557.0
SUP371,Metro Chemical Industries 371,Switzerland,metrochemical.industries.371@example.com,9205302077.0
SUP372,Nova Specialty Chemicals 372,Germany,novaspecialty.chemicals.372@example.com,7186473561.0
SUP373,Vertex Materials 373,United Kingdom,invalid-email,9383220511.0
SUP374,Pioneer Specialty Materials 374,Japan,pioneerspecialty.materials.374@example.com,9524233168.0
SUP375,Apex Chemical Solutions 375,Japan,apexchemical.solutions.375@example.com,9118365242.0
SUP376,Prime Industrial Supplies 376,Belgium,primeindustrial.supplies.376@example.com,8490751945.0
SUP377,GreenCore Chemicals 377,United States,greencorechemicals.377@example.com,7917906456.0
SUP378,Pioneer Specialty Materials 378,Netherlands,pioneerspecialty.materials.378@example.com,7482296058.0
SUP379,Universal Chemical Products 379,Switzerland,universalchemical.products.379@example.com,
SUP380,Pioneer Specialty Materials 380,France,pioneerspecialty.materials.380@example.com,7955690228.0
SUP381,Universal Chemical Products 381,Singapore,universalchemical.products.381@example.com,
SUP382,Zenith Chemical Industries 382,Belgium,zenithchemical.industries.382@example.com,7644847276.0
SUP383,Zenith Chemical Industries 383,France,,6187463722.0
SUP384,Universal Chemical Products 384,Netherlands,universalchemical.products.384@example.com,9028930672.0
SUP385,Vertex Materials 385,France,vertexmaterials.385@example.com,8850521812.0
SUP386,Nova Specialty Chemicals 386,Netherlands,,6158998032.0
SUP387,Nova Specialty Chemicals 387,Switzerland,novaspecialty.chemicals.387@example.com,8534805646.0
SUP388,Universal Chemical Products 388,Germany,,9754619063.0
SUP389,GreenCore Chemicals 389,Germany,greencorechemicals.389@example.com,8258942692.0
SUP390,GreenCore Chemicals 390,India,greencorechemicals.390@example.com,9102872611.0
SUP391,Nova Specialty Chemicals 391,France,novaspecialty.chemicals.391@example.com,9740628617.0
SUP392,Nova Specialty Chemical 392,Germany,novaspecialty.chemicals.392@example.com,8016446768.0
SUP393,Prime Industrial Supplies 393,United Kingdom,primeindustrial.supplies.393@example.com,
SUP394,Vertex Materials 394,Germany,vertexmaterials.394@example.com,9658304095.0
SUP395,Universal Chemical Products 395,Switzerland,universalchemical.products.395@example.com,7632127923.0
SUP396,Universal Chemical Products 396,Netherlands,,9746856528.0
SUP397,Pioneer Specialty Materials 397,India,pioneerspecialty.materials.397@example.com,8651968205.0
SUP398,Global Industrial Materials 398,Singapore,globalindustrial.materials.398@example.com,8710815922.0
SUP399,Prime Industrial Supplies 399,Singapore,primeindustrial.supplies.399@example.com,9207337120.0
SUP400,Global Industrial Materials 400,France,globalindustrial.materials.400@example.com,6422809996.0
SUP401,Global Industrial Materials 401,Netherlands,globalindustrial.materials.401@example.com,6714531298.0
SUP402,Prime Industrial Supplies 402,India,primeindustrial.supplies.402@example.com,6197529702.0
SUP403,Universal Chemical Products 403,India,universalchemical.products.403@example.com,7260005019.0
SUP404,Universal Chemical Products 404,United Kingdom,universalchemical.products.404@example.com,7849785671.0
SUP405,NOVA SPECIALTY CHEMICALS 405,SINGAPORE,novaspecialty.chemicals.405@example.com,8281341978.0
SUP406,Vertex Materials 406,Belgium,vertexmaterials.406@example.com,8928310291.0
SUP407,Nova Specialty Chemicals 407,United States,novaspecialty.chemicals.407@example.com,6751917162.0
SUP408,Global Industrial Materials 408,Belgium,globalindustrial.materials.408@example.com,9740227599.0
SUP409,Vertex Materials 409,Belgium,vertexmaterials.409@example.com,8934040683.0
SUP410,Zenith Chemical Industries 410,Netherlands,zenithchemical.industries.410@example.com,9920570781.0
SUP411,Metro Chemical Industries 411 ,United States,metrochemical.industries.411@example.com,6997241761.0
SUP412,GreenCore Chemicals 412,Japan,greencorechemicals.412@example.com,
SUP413,Prime Industrial Supplies 413,India,primeindustrial.supplies.413@example.com,9860782736.0
SUP414,GreenCore Chemicals 414,Japan,greencorechemicals.414@example.com,8910316591.0
SUP415,Pioneer Specialty Materials 415,United States,pioneerspecialty.materials.415@example.com,6317234448.0
SUP416,GreenCore Chemicals 416,United Kingdom,greencorechemicals.416@example.com,8523601252.0
SUP417,Prime Industrial Supplies 417,France,primeindustrial.supplies.417@example.com,8964873967.0
SUP418,Prime Industrial Supplies 418,Netherlands,invalid-email,9630552730.0
SUP419,Prime Industrial Supplies 419,Singapore,primeindustrial.supplies.419@example.com,7652244897.0
SUP420,GreenCore Chemicals 420,Germany,greencorechemicals.420@example.com,7018790736.0
SUP421,Vertex Materials 421,Belgium,vertexmaterials.421@example.com,7541717841.0
SUP422,Metro Chemical Industries 422,Japan,metrochemical.industries.422@example.com,9003380792.0
SUP423,Prime Industrial Supplies 423,India,primeindustrial.supplies.423@example.com,9564984187.0
SUP424,Vertex Materials 424,Japan,vertexmaterials.424@example.com,6034780500.0
SUP425,Metro Chemical Industries 425,India,metrochemical.industries.425@example.com,9911070030.0
SUP426,Metro Chemical Industries 426,Netherlands,metrochemical.industries.426@example.com,9577015837.0
SUP427,Prime Industrial Supplies 427,Singapore,primeindustrial.supplies.427@example.com,8607324296.0
SUP428,Universal Chemical Products 428,Singapore,universalchemical.products.428@example.com,8734252963.0
SUP429,Zenith Chemical Industries 429,Belgium,zenithchemical.industries.429@example.com,7076433900.0
SUP430,Nova Specialty Chemicals 430,Germany,novaspecialty.chemicals.430@example.com,9880089348.0
SUP431,Apex Chemical Solutions 431,japan,apexchemical.solutions.431@example.com,9387056244.0
SUP432,GreenCore Chemicals 432,India,greencorechemicals.432@example.com,
SUP433,Universal Chemical Products 433,United States,universalchemical.products.433@example.com,6387119894.0
SUP434,Prime Industrial Supplies 434,United Kingdom,primeindustrial.supplies.434@example.com,9210405862.0
SUP435,Vertex Materials 435,United States,invalid-email,6862407093.0
SUP436,Nova Specialty Chemicals 436,Switzerland,novaspecialty.chemicals.436@example.com,9764369596.0
SUP437,Universal Chemical Products 437,Switzerland,universalchemical.products.437@example.com,8155192095.0
SUP438,Prime Industrial Supplies 438,United States,primeindustrial.supplies.438@example.com,7103678092.0
SUP439,GreenCore Chemicals 439,Japan,greencorechemicals.439@example.com,9206447974.0
SUP440,Universal Chemical Products 440,Germany,universalchemical.products.440@example.com,8011467975.0
SUP441,GLOBAL INDUSTRIAL MATERIALS 441,United States,globalindustrial.materials.441@example.com,9239055974.0
SUP442,Zenith Chemical Industries 442,France,zenithchemical.industries.442@example.com,9632444865.0
SUP443,Pioneer Specialty Materials 443,United Kingdom,pioneerspecialty.materials.443@example.com,6387847884.0
SUP444,Vertex Materials 444,India,vertexmaterials.444@example.com,7135840948.0
SUP445,Pioneer Specialty Materials 445,Germany,pioneerspecialty.materials.445@example.com,7953291127.0
SUP446,Universal Chemical Products 446,Japan,universalchemical.products.446@example.com,8510666490.0
SUP447,Vertex Materials 447,United Kingdom,vertexmaterials.447@example.com,6465342967.0
SUP448,Zenith Chemical Industries 448,Netherlands,zenithchemical.industries.448@example.com,6107480046.0
SUP449,Metro Chemical Industries 449,Switzerland,metrochemical.industries.449@example.com,7408776235.0
SUP450,Metro Chemical Industries 450,Singapore,metrochemical.industries.450@example.com,8781645815.0
SUP451,Global Industrial Materials 451,Netherlands,globalindustrial.materials.451@example.com,
SUP452,Prime Industrial Supplies 452,France,,6501119337.0
SUP453,Nova Specialty Chemicals 453,India,novaspecialty.chemicals.453@example.com,6159824875.0
SUP454,Prime Industrial Supplies 454,Netherlands,primeindustrial.supplies.454@example.com,6498733671.0
SUP455,GLOBAL INDUSTRIAL MATERIALS 455,Singapore,globalindustrial.materials.455@example.com,9810749722.0
SUP456,Pioneer Specialty Materials 456,United States,pioneerspecialty.materials.456@example.com,7669221121.0
SUP457,GreenCore Chemicals 457,United Kingdom,greencorechemicals.457@example.com,8879716355.0
SUP458,Pioneer Specialty Materials 458,France,pioneerspecialty.materials.458@example.com,8522607583.0
SUP459,Nova Specialty Chemicals 459,France,novaspecialty.chemicals.459@example.com,8812868150.0
SUP460,Global Industrial Materials 460,Netherlands,globalindustrial.materials.460@example.com,8644206129.0
SUP461,Vertex Materials 461,Japan,vertexmaterials.461@example.com,6140515379.0
SUP462,Universal Chemical Products 462,Singapore,universalchemical.products.462@example.com,7904315855.0
SUP463,GreenCore Chemicals 463,Singapore,greencorechemicals.463@example.com,9674130601.0
SUP464,Universal Chemical Products 464,Germany,universalchemical.products.464@example.com,8944974316.0
SUP465,Universal Chemical Products 465,Switzerland,universalchemical.products.465@example.com,9872755741.0
SUP466,Universal Chemical Products 466,India,universalchemical.products.466@example.com,7709996749.0
SUP467,Prime Industrial Supplies 467,Singapore,primeindustrial.supplies.467@example.com,6524671997.0
SUP468,GreenCore Chemicals 468,Germany,greencorechemicals.468@example.com,8846570058.0
SUP469,Zenith Chemical Industries 469,Belgium,zenithchemical.industries.469@example.com,6091729577.0
SUP470,Apex Chemical Solutions 470,United Kingdom,apexchemical.solutions.470@example.com,7046120419.0
SUP471,Nova Specialty Chemicals 471,Belgium,novaspecialty.chemicals.471@example.com,6881351238.0
SUP472,Global Industrial Materials 472,Switzerland,globalindustrial.materials.472@example.com,6889734128.0
SUP473,METRO CHEMICAL INDUSTRIES 473,Singapore,metrochemical.industries.473@example.com,9492035954.0
SUP474,Zenith Chemical Industries 474,United Kingdom,zenithchemical.industries.474@example.com,9325887726.0
SUP475,Nova Specialty Chemicals 475,Belgium,novaspecialty.chemicals.475@example.com,6012178595.0
SUP476,Prime Industrial Supplies 476,United States,primeindustrial.supplies.476@example.com,6558311957.0
SUP477,Pioneer Specialty Materials 477,Japan,pioneerspecialty.materials.477@example.com,9429590757.0
SUP478,Nova Specialty Chemicals 478,Germany,novaspecialty.chemicals.478@example.com,8839220941.0
SUP479,Apex Chemical Solutions 479,United States,apexchemical.solutions.479@example.com,6063824611.0
SUP480,Universal Chemical Products 480,Singapore,universalchemical.products.480@example.com,8529104043.0
SUP481,Universal Chemical Products 481,India,,6748381742.0
SUP482,Prime Industrial Supplies 482,India,primeindustrial.supplies.482@example.com,6544423789.0
SUP483,Vertex Materials 483,Switzerland,vertexmaterials.483@example.com,6488120041.0
SUP484,Global Industrial Materials 484,Netherlands,,7925327382.0
SUP485,Universal Chemical Products 485,Switzerland,universalchemical.products.485@example.com,8549776132.0
SUP486,Global Industrial Materials 486,Netherlands,globalindustrial.materials.486@example.com,8163970710.0
SUP487,Zenith Chemical Industries 487,Belgium,zenithchemical.industries.487@example.com,6186251406.0
SUP488,Pioneer Specialty Materials 488,Japan,,7967277638.0
SUP489,Apex Chemical Solutions 489,India,apexchemical.solutions.489@example.com,8057211631.0
SUP490,Vertex Materials 490,France,vertexmaterials.490@example.com,8946766309.0
SUP491,Global Industrial Materials 491,Netherlands,globalindustrial.materials.491@example.com,9059740329.0
SUP492,GreenCore Chemicals 492 ,Germany,greencorechemicals.492@example.com,9862321353.0
SUP493,Global Industrial Materials 493,United Kingdom,globalindustrial.materials.493@example.com,8612617557.0
SUP494,nova specialty chemicals 494,Germany,novaspecialty.chemicals.494@example.com,6541988748.0
SUP495,Prime Industrial Supplies 495,Belgium,primeindustrial.supplies.495@example.com,8719043833.0
SUP496,Metro Chemical Industries 496,Switzerland,metrochemical.industries.496@example.com,9058672970.0
SUP497,Universal Chemical Products 497,France,universalchemical.products.497@example.com,8565778475.0
SUP498,Pioneer Specialty Materials 498,Japan,pioneerspecialty.materials.498@example.com,7948692883.0
SUP499,Pioneer Specialty Materials 499,Belgium,pioneerspecialty.materials.499@example.com,7847692041.0
SUP500,Global Industrial Materials 500,Germany,globalindustrial.materials.500@example.com,9662716909.0
DUP328,nova specialty chemicals 328,Germany,novaspecialty.chemicals.328@example.com,6256143439.0
DUP058,NOVA SPECIALTY CHEMICALS 58,Switzerland,novaspecialty.chemicals.58@example.com,9344175247.0
DUP013,nova specialty chemicals 13,singapore,novaspecialty.chemicals.13@example.com,9279182318.0
DUP380,Pioneer  Specialty  Materials  380,France,pioneerspecialty.materials.380@example.com,7955690228.0
DUP141,vertex materials 141,Switzerland,invalid-email,6041531046.0
DUP126,Nova  Specialty  Chemicals  126,Netherlands,novaspecialty.chemicals.126@example.com,9580907314.0
DUP115,Metro Chemical Industries 115 ,Belgium,metrochemical.industries.115@example.com,8245334677.0
DUP072,UNIVERSAL CHEMICAL PRODUCTS 72,Netherlands,universalchemical.products.72@example.com,9863813067.0
DUP378,pioneer specialty materials 378,Netherlands,pioneerspecialty.materials.378@example.com,7482296058.0
DUP053,Apex  Chemical  Solutions  53,Japan,apexchemical.solutions.53@example.com,8150000991.0
DUP347,GreenCore Chemicals 347 ,Japan,greencorechemicals.347@example.com,8845774616.0
DUP457,GreenCore Chemicals 457 ,United Kingdom,greencorechemicals.457@example.com,8879716355.0
DUP280,apex chemical solutions 280,Germany ,apexchemical.solutions.280@example.com,7263732197.0
DUP045,nova specialty chemicals 45,France,novaspecialty.chemicals.45@example.com,8561557300.0
DUP303,Prime Industrial Supplies 303 ,Netherlands,primeindustrial.supplies.303@example.com,6490000526.0
DUP217,APEX CHEMICAL SOLUTIONS 217,Singapore,apexchemical.solutions.217@example.com,9577240334.0
DUP017,APEX CHEMICAL SOLUTIONS 17,Netherlands,apexchemical.solutions.17@example.com,8303082117.0
DUP016,Universal  Chemical  Products  16,Belgium,invalid-email,7136108454.0
DUP048,PRIME INDUSTRIAL SUPPLIES 48,Switzerland,primeindustrial.supplies.48@example.com,
DUP112,Global Industrial Materials 112 ,Belgium,globalindustrial.materials.112@example.com,7057486868.0
